ruc,razon_social,nombre_limpio,fob_usd,peso_kg,operaciones,partidas,semanas_activo,paises,toneladas,fob_anualizado,rubro,uso_dual
20508691301,CENTEX INSTRUMENTACION Y EQUIPOS S.A.C.,CENTEX INSTRUMENTACION Y EQUIPOS,259.384,0.215,1,1,1,1,0.000215,1348.7968,Agroquimicos,False
20600973585,COMERCIALIZADORA DE LA PLATA S.A.C.,COMERCIALIZADORA DE LA PLATA,257.652,2.7,6,1,1,1,0.0027,1339.7904,Otro,False
20525441734,SERVICIOS Y SUMINISTROS AGRICOLAS SOCIED,SERVICIOS Y SUMINISTROS AGRICOLAS SOCIED,247.736,13.8,3,1,1,1,0.013800000000000002,1288.2271999999998,Otro,False
20609650193,RODOAGRO S.A.C.,RODOAGRO,240.748,240.0,4,2,1,1,0.24,1251.8896,Fertilizantes,False
20600136527,OZ PERU GROUP S.A.C.,OZ PERU GROUP,215.193,3.3,1,1,1,1,0.0033,1119.0036,Fertilizantes,False
20604959609,IMPROTEK CORPORACION S.A.C.,IMPROTEK CORPORACION,207.0,0.865,1,1,1,1,0.000865,1076.3999999999999,Otro,False
20602940196,BEENATURAL SOCIEDAD ANONIMA CERRADA - BE,BEENATURAL SOCIEDAD ANONIMA CERRADA - BE,200.0,80.0,1,1,1,1,0.08,1040.0,Agroquimicos,False
20558385007,CORPORACION VERTE BIEN EMPRESA INDIVIDUA,CORPORACION VERTE BIEN EMPRESA INDIVIDUA,194.7,5.879,1,1,1,1,0.005879,1012.4399999999999,Otro,False
20419387658,CEMENTOS PACASMAYO S.A.A.,CEMENTOS PACASMAYO,193.923,0.35,2,1,2,1,0.00035,1008.3996,Agroquimicos,False
20100132592,TOYOTA DEL PERU S A,TOYOTA DEL PERU S A,181.839,6.071,1,1,1,1,0.006071,945.5628,Otro,False
20430500521,MC AUTOS DEL PERU S.A.C.,MC AUTOS DEL PERU,169.89000000000001,3.246,3,1,2,1,0.003246,883.428,Otro,False
20518364481,TECFRESH SOCIEDAD ANÓNIMA CERRADA-TECFRE,TECFRESH SOCIEDAD ANÓNIMA CERRADA-TECFRE,159.431,0.452,1,1,1,1,0.00045200000000000004,829.0412000000001,Otro,False
20609170396,CHINA-TRADE IMPORT & SERVICES SOCIEDAD A,CHINA-TRADE IMPORT & SERVICES SOCIEDAD A,150.0,31.995,1,1,1,1,0.031995,780.0,Otro,False
20615506428,NOVATEK PERU S.A.C.,NOVATEK PERU,133.813,13.119,1,1,1,1,0.013119,695.8276,Agroquimicos,False
20607967599,CORPORACIÓN FRANCESCA IMPORT E.I.R.L.,CORPORACIÓN FRANCESCA IMPORT,130.0,50.607,1,1,1,1,0.050607,676.0,Otro,False
20613901435,LA CASA DE LAS CARCASAS PERU S.A.C.,LA CASA DE LAS CARCASAS PERU,117.731,4.917,8,1,6,1,0.0049169999999999995,612.2012,Agroquimicos,False
20123711875,TECCIOS S.A.C.,TECCIOS,110.758,0.593,1,1,1,1,0.000593,575.9416,Fertilizantes,False
20546526314,PERUVIAN EXOTICS S.A.C.,PERUVIAN EXOTICS,105.0,3.5,1,1,1,1,0.0035,546.0,Semillas,False
20611873027,GLS CORP S.A.,GLS CORP,92.096,1.384,1,1,1,1,0.0013839999999999998,478.8992,Otro,False
20101331734,A & R REPRESENTACIONES EIRL,A & R REPRESENTACIONES,84.0,0.265,1,1,1,1,0.000265,436.8,Otro,False
20609499215,ANALITICA INTEGRADA Y SISTEMAS E.I.R.L.,ANALITICA INTEGRADA Y SISTEMAS,83.0,2.167,2,1,1,1,0.0021669999999999997,431.6,Otro,False
20602891772,FULLER PINTO S.A.C.,FULLER PINTO,78.24,51.13,3,1,3,1,0.05113,406.848,Agroquimicos,False
20600490801,CURAFARMA LAB S.A.C.,CURAFARMA LAB,70.0,1.0,1,1,1,1,0.001,364.0,Otro,False
20517513530,PROSPECCION MINERA Y GEOLOGICA SHOUKAN S,PROSPECCION MINERA Y GEOLOGICA SHOUKAN S,66.9,60.264,1,1,1,1,0.060264000000000005,347.88,Otro,False
20553029016,VICTORINOX PERU S.A.C,VICTORINOX PERU,63.138,0.23,1,1,1,1,0.00023,328.31759999999997,Otro,False
20144640269,AUTOPARTES S.A.,AUTOPARTES,59.94,8.099,1,1,1,1,0.008099,311.688,Otro,False
20100810418,NEGOCIAR S.A.C.,NEGOCIAR,50.318,1.5,1,1,1,1,0.0015,261.6536,Otro,False
20608327968,DROGFARMA AQP S.R.L.,DROGFARMA AQP,49.0,0.908,1,1,1,1,0.0009080000000000001,254.8,Otro,False
20259572887,ZAPLER S.A.C.,ZAPLER,39.481,6.4,1,1,1,1,0.0064,205.3012,Otro,False
20601065691,RAPIDIAGNOSTICS S.A.C.,RAPIDIAGNOSTICS,35.082,0.226,1,1,1,1,0.00022600000000000002,182.4264,Otro,False
20543520935,GEQUIM REPRESENTACIONES S.A.C.,GEQUIM REPRESENTACIONES,24.069,7.5,4,1,1,1,0.0075,125.15879999999999,Agroquimicos,False
20613811053,RICO MULTIMODAL CARGO E.I.R.L.,RICO MULTIMODAL CARGO,21.153,7.627000000000001,2,1,1,1,0.007627000000000001,109.9956,Agroquimicos,False
20507514732,ALBAUGH PERU S.A.,ALBAUGH PERU,21.0,11.9,2,1,2,2,0.0119,109.2,Agroquimicos,False
20522471101,YOKOGAWA AMERICA DO SUL LTDA SUCURSAL PE,YOKOGAWA AMERICA DO SUL LTDA SUCURSAL PE,20.06,0.6,1,1,1,1,0.0006,104.31199999999998,Fertilizantes,False
20613377400,LABP DIAGNOSTICA E.I.R.L.,LABP DIAGNOSTICA,16.747,0.112,1,1,1,1,0.000112,87.0844,Otro,False
20562842145,BTS CONSULTORES S.A.C.,BTS CONSULTORES,15.14,0.144,1,1,1,1,0.00014399999999999998,78.728,Otro,False
20600639537,LIMAGRAIN PERU S.A.C.,LIMAGRAIN PERU,15.0,5.0,1,1,1,1,0.005,78.0,Agroquimicos,False
20538409571,PARTESDEUSA.COM S.A.C.,PARTESDEUSA.COM,14.89,2.76,1,1,1,1,0.00276,77.42800000000001,Otro,False
20611889560,GRUPO M & L S.A.C.,GRUPO M & L,12.25,0.33,1,1,1,1,0.00033,63.7,Otro,False
