ubigeo,dep,prov,dist,cod_se,sector,ha_se,ha_agricola,intensidad,lat,lon,region_nat,region_agraria,agencia_agraria,k,ha_dep,share,productores,ua_total,ua_micro_0_5,ua_pequeno_5_20,ua_mediano_20_100,ua_grande_100_mas,ua_objetivo_5_mas,est_productores,est_ua_micro_0_5,est_ua_pequeno_5_20,est_ua_mediano_20_100,est_ua_grande_100_mas,est_ua_objetivo_5_mas,gasto_ha,tam_usd,ha_comercial,sam_usd
200201,PIURA,AYABACA,AYABACA,20020110,EL MOLINO - LANCHIPAMPA,3833.616458089616,3219.242782383231,0.8397404428891296,-4.62031574699995,-79.55494153999996,SIERRA,PIURA,AYABACA,PIURA,725257.904435112,0.0044387558724928765,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,634.0762763856075,561.5470054290738,52.79012359155778,5.690485028535868,1.3138717382578915,59.79448035835154,450,1448659.252072454,681.5648048468429,306704.1621810793
200201,PIURA,AYABACA,AYABACA,20020111,SAMANGA Y CHIRINOS LAQUI,10222.34242171639,7890.534566381568,0.7718910442306139,-4.623255838999967,-79.50177707799998,SIERRA,PIURA,AYABACA,PIURA,725257.904435112,0.010879625741586832,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,1554.154537185679,1376.38145256815,129.3913889446922,13.947680200714318,3.2203692195097022,146.55943836491622,450,3550740.5548717054,1670.5514356676795,751748.1460504557
200201,PIURA,AYABACA,AYABACA,20020112,SOCCHABAMBA,5014.457178804845,4885.9251381779,0.9743677060061008,-4.612655429999961,-79.64699393799998,SIERRA,PIURA,AYABACA,PIURA,725257.904435112,0.00673681059978718,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,962.3533941795987,852.2739089790762,80.12088846326894,8.636591188927165,1.9940959375370053,90.75157558973311,450,2198666.3121800553,1034.4279193609698,465492.5637124364
200201,PIURA,AYABACA,AYABACA,20020113,TACALPO,6592.206261178347,6024.455661201036,0.9138754800011633,-4.662357162999967,-79.57965106199998,SIERRA,PIURA,AYABACA,PIURA,725257.904435112,0.008306639092604384,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,1186.6033943785362,1050.8729116053805,98.79085872834393,10.64911131671882,2.4587651714108976,111.89873521647365,450,2711005.047540466,1275.472906083584,573962.8077376127
200201,PIURA,AYABACA,AYABACA,20020114,CUJACA,6288.1973854051175,3471.3978578202823,0.5520497600595973,-4.708345752999946,-79.67692826599995,SIERRA,PIURA,AYABACA,PIURA,725257.904435112,0.004786432297520535,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,683.7418537008085,605.5315499593229,56.92503931441173,6.136206205421327,1.4167839600660785,64.47802947989913,450,1562129.0360191271,734.9500374617517,330727.51685778826
200201,PIURA,AYABACA,AYABACA,20020115,OLLEROS - OLLERIA,4356.719484299261,3504.102642715304,0.8042984303541653,-4.713517925999952,-79.62226841799998,SIERRA,PIURA,AYABACA,PIURA,725257.904435112,0.0048315263043490365,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,690.1835325762598,611.2363927631966,57.461342337623094,6.194016722175465,1.4301317860873148,65.08549084588587,450,1576846.1892218867,741.8741596362313,333843.3718363041
200201,PIURA,AYABACA,AYABACA,20020116,CULCAPAMPA,6851.778985348369,6012.157748540968,0.8774593811909548,-4.752947135999932,-79.58330439099996,SIERRA,PIURA,AYABACA,PIURA,725257.904435112,0.00828968248643041,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,1184.181143186584,1048.727731358311,98.58919381111686,10.627372947603785,2.453746015983401,111.67031277470404,450,2705470.9868434356,1272.869242735156,572791.1592308201
200201,PIURA,AYABACA,AYABACA,20020117,CARRIZAL,10181.83873216248,4286.165206085418,0.4209618045261551,-4.737384203999966,-79.49677551799994,SIERRA,PIURA,AYABACA,PIURA,725257.904435112,0.005909849696052359,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,844.2220290810794,747.655085047584,70.28584243515071,7.576427310339124,1.7493155100314983,79.61158525552133,450,1928774.342738438,907.4492201126486,408352.14905069186
200201,PIURA,AYABACA,AYABACA,20020118,TAPAL,8741.33602423434,4344.719370687074,0.4970315016654025,-4.794507905999978,-79.49369008799994,SIERRA,PIURA,AYABACA,PIURA,725257.904435112,0.005990585340908602,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,855.7551159487938,757.8689514783473,71.246031459426,7.679930407044828,1.7732132609089462,80.69917512737977,450,1955123.7168091834,919.8460663486921,413930.72985691146
200201,PIURA,AYABACA,AYABACA,20020119,YANTA,24442.30381128044,5093.293197431457,0.208380242580932,-4.867243826999925,-79.49350520899998,SIERRA,PIURA,AYABACA,PIURA,725257.904435112,0.0070227337975702795,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,1003.1975229829144,888.4460527306161,83.52137305450333,9.003144728485099,2.0787292040808025,94.60324698706924,450,2291981.9388441555,1078.3310296234358,485248.9633305461
200201,PIURA,AYABACA,AYABACA,20020120,ANDURCO,10703.997585340572,1787.3018869628393,0.1669751765836158,-4.780766416999938,-79.67110689199995,SIERRA,PIURA,AYABACA,PIURA,725257.904435112,0.0024643673319974784,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,352.03487337583977,311.767111171001,29.30872067944601,3.1593189196207674,0.7294527302712536,33.19749232933803,450,804285.8491332777,378.4001841850544,170280.08288327447
200202,PIURA,AYABACA,FRIAS,20020201,SILAHUA,8479.169462681084,4372.058485983003,0.5156234351991089,-4.94293522199996,-80.05140498799994,COSTA,PIURA,CHULUCANAS,PIURA,725257.904435112,0.006028281055948376,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,861.1399488422255,762.6378363880291,71.69434659839403,7.728256313725818,1.7843711925607193,81.20697410468057,1400,6120881.880376205,925.6341910851437,1295887.8675192012
200202,PIURA,AYABACA,FRIAS,20020202,GERALDO LAS CUEVAS,11568.023579819355,6253.178615907889,0.5405572155659055,-4.86328707399997,-80.05877546299996,COSTA,PIURA,CHULUCANAS,PIURA,725257.904435112,0.008622006844280253,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,1231.6536777054341,1090.7700858698947,102.54152739902506,11.053412774367285,2.552114025906955,116.14705419929929,1400,8754450.062271046,1323.8971867379814,1853456.061433174
200202,PIURA,AYABACA,FRIAS,20020203,PARIHUANAS,3543.919853757008,2181.0713218247597,0.6154403631652519,-4.887839939999935,-79.95434167899998,COSTA,PIURA,CHULUCANAS,PIURA,725257.904435112,0.0030073044478205993,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,429.5934403711726,380.454085693784,35.76587179793039,3.8553643021060084,0.8901621165548974,40.511398216591296,1400,3053499.8505546637,461.76742492097463,646474.3948893645
200202,PIURA,AYABACA,FRIAS,20020204,ALTO POCLUS,7081.951944727259,2352.9259256891387,0.3322425715470955,-4.8915576369999485,-79.89057619399995,COSTA,PIURA,CHULUCANAS,PIURA,725257.904435112,0.0032442609881264,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,463.4426821538562,410.43145760787087,38.58399593178727,4.159142586778045,0.9603012524854143,43.70343977105073,1400,3294096.2959647942,498.15177287566496,697412.4820259309
200202,PIURA,AYABACA,FRIAS,20020205,MESETA ANDINA,5506.516913786634,1848.1467510122395,0.3356289974130553,-4.947998587999962,-79.82518489999995,COSTA,PIURA,CHULUCANAS,PIURA,725257.904435112,0.002548261438738433,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,364.0191465237852,322.38055461479917,30.306473290916188,3.2668711644626716,0.7542853858665762,34.32762984124543,1400,2587405.4514171355,391.2820078607021,547794.8110049829
200202,PIURA,AYABACA,FRIAS,20020206,CULCAS,6923.950409292138,5094.186361955604,0.7357340912088367,-4.968399489999968,-79.91025344899998,COSTA,PIURA,CHULUCANAS,PIURA,725257.904435112,0.007023965310551642,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,1003.373444612302,888.6018514378882,83.53601943839068,9.004723528127204,2.079093731923286,94.61983669844116,1400,7131860.906737846,1078.520126732833,1509928.1774259661
200202,PIURA,AYABACA,FRIAS,20020207,FRIAS,8250.992119042372,5933.831597606507,0.7191658302414183,-4.9574856739999404,-79.98974379099997,COSTA,PIURA,CHULUCANAS,PIURA,725257.904435112,0.008181684834208381,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,1168.7536785666673,1035.0649483757022,97.30477773324027,10.488919957455144,2.4217787109256808,110.2154764016211,1400,8307364.23664911,1256.2863530978202,1758800.8943369484
200202,PIURA,AYABACA,FRIAS,20020208,SAN JORGE,4675.103534273208,4066.658498232225,0.8698542114456999,-5.001812209999969,-79.97002044199996,COSTA,PIURA,CHULUCANAS,PIURA,725257.904435112,0.005607189488544298,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,800.987018438553,709.3655421957392,66.68630458725734,7.18841692431379,1.6597280886091124,75.53444960018024,1400,5693321.897525115,860.9761652317806,1205366.6313244929
200203,PIURA,AYABACA,JILILI,20020301,CUCUYAS,5980.400608802323,3350.430356705875,0.5602351039451278,-4.505046695999965,-79.83960071199994,COSTA,PIURA,AYABACA,PIURA,725257.904435112,0.004619639904945888,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,659.9155604215201,584.4306443747043,54.94137738952145,5.922378358140628,1.367413411863983,62.23116915952606,1400,4690602.499388225,709.3392970289301,993075.0158405021
200203,PIURA,AYABACA,JILILI,20020302,ARADAS,1581.1840326373122,1459.4386196533478,0.9230036412770366,-4.555691959999933,-79.82122326199999,COSTA,PIURA,AYABACA,PIURA,725257.904435112,0.002012302948687024,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,287.4574762199414,254.5764460383954,23.932318968734776,2.579772380216765,0.5956416728113592,27.1077330217629,1400,2043214.0675146868,308.9863254282406,432580.85559953685
200203,PIURA,AYABACA,JILILI,20020303,JILILI,2191.558304770051,2035.1850473984837,0.9286474573680232,-4.587661060999949,-79.81702831699994,COSTA,PIURA,AYABACA,PIURA,725257.904435112,0.0028061535557942605,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,400.8590354452101,355.0064863435319,33.37358423906114,3.597488858528242,0.8306214525151011,37.801694550104486,1400,2849259.066357877,430.88098457441333,603233.3784041787
200204,PIURA,AYABACA,LAGUNAS,20020401,LUCUMO,4849.530143026717,1232.432225385297,0.2541343571515784,-4.749250572999927,-79.89153381199998,SIERRA,PIURA,AYABACA,PIURA,725257.904435112,0.0016993020246297242,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,242.7452942183561,214.97869913590642,20.20979897892131,2.1785051955753065,0.5029933992903983,22.891297573787014,450,554594.5014233836,260.9254678703806,117416.46054167127
200204,PIURA,AYABACA,LAGUNAS,20020402,LAGUNAS,7347.091499719853,1899.6525275149029,0.258558441471341,-4.769796268999926,-79.85376543799998,SIERRA,PIURA,AYABACA,PIURA,725257.904435112,0.002619278626124733,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,374.1639517419181,331.36493899103993,31.15108070050145,3.3579151986919076,0.7753064733329209,35.28430237252628,450,854843.6373817063,402.1865984379107,180983.9692970598
200204,PIURA,AYABACA,LAGUNAS,20020403,YERBAS BUENAS,6839.329002726807,1652.0851911945635,0.2415566191560437,-4.812814044999925,-79.82588182199999,SIERRA,PIURA,AYABACA,PIURA,725257.904435112,0.0022779278668894174,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,325.40199578515325,288.1806544401802,27.091396120915842,2.920303525352233,0.6742666485992675,30.68596629486734,450,743438.3360375536,349.77266302769897,157397.69836246452
200205,PIURA,AYABACA,MONTERO,20020501,MARMAS,6222.382211701661,5714.175189402014,0.9183259714673386,-4.618814678999968,-79.86187681699994,COSTA,PIURA,AYABACA,PIURA,725257.904435112,0.007878818216883365,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,1125.4891822817885,996.7492926179144,93.70278505339385,10.100644954044473,2.332130192197476,106.1355601996358,1400,7999845.26516282,1209.7816042759803,1693694.2459863725
200205,PIURA,AYABACA,MONTERO,20020502,CHONTA,1821.429712245874,1456.2012108710924,0.7994825169924099,-4.625666538999951,-79.79471155699997,COSTA,PIURA,AYABACA,PIURA,725257.904435112,0.0020078391451731873,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,286.8198218879898,254.01173025585993,23.879230953544717,2.574049784112026,0.5943203869712634,27.047601124628006,1400,2038681.6952195293,308.3009145928224,431621.2804299513
200205,PIURA,AYABACA,MONTERO,20020503,SICATE,1773.624271828121,1657.256638937925,0.9343899185760168,-4.655296178999947,-79.81715060999994,COSTA,PIURA,AYABACA,PIURA,725257.904435112,0.0022850583617268216,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,326.42058697267646,289.0827333420602,27.17619909601709,2.9294448197337855,0.6763772750711392,30.782021190822014,1400,2320159.2945130947,350.86754061545594,491214.5568616383
200205,PIURA,AYABACA,MONTERO,20020504,LA PALMA,3151.2570143862185,983.280532403018,0.31202803449992,-4.673151530999974,-79.86150669599994,COSTA,PIURA,AYABACA,PIURA,725257.904435112,0.001355766722968534,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,193.6712763760551,171.51804812274924,16.124133636264776,1.7380929388456605,0.40130694999868605,18.26353352510912,1400,1376592.7453642252,208.17609900202405,291446.53860283364
200206,PIURA,AYABACA,PACAIPAMPA,20020601,MATALACAS,21214.675579390605,7350.653093009669,0.3464890643979773,-4.866022849999979,-79.77049997199998,SIERRA,PIURA,CHULUCANAS,PIURA,725257.904435112,0.010135226445735791,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,1447.8170977733578,1282.2074976500348,120.53824811913576,12.993360303433285,3.000027027937794,136.53163545050683,450,3307793.891854351,1556.2499567445093,700312.4805350292
200206,PIURA,AYABACA,PACAIPAMPA,20020602,SANTA ROSA,12203.00990071408,1340.806934415442,0.1098751001043588,-4.881017827999926,-79.67657709399998,SIERRA,PIURA,CHULUCANAS,PIURA,725257.904435112,0.0018487312254249306,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,264.09125555195135,233.88298732850797,21.9869604639787,2.370073430994761,0.5472244427257794,24.90425833769924,450,603363.1204869489,283.8701142992472,127741.55143466123
200206,PIURA,AYABACA,PACAIPAMPA,20020603,LAGUNAS DE SAN PABLO,7534.782705823868,2065.8488646610103,0.2741749756186401,-4.885234880999974,-79.51714817699997,SIERRA,PIURA,CHULUCANAS,PIURA,725257.904435112,0.0028484334359238127,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,406.8987163217166,360.35531397872154,33.876418853441905,3.651691664854328,0.8431362970334486,38.371246815329684,450,929631.9890974547,437.3730014992509,196817.8506746629
200206,PIURA,AYABACA,PACAIPAMPA,20020604,EL PUERTO,9166.468212189357,6549.238238743206,0.7144778214617253,-4.944373395999946,-79.53065535099995,SIERRA,PIURA,CHULUCANAS,PIURA,725257.904435112,0.009030219731068314,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,1289.9668885831088,1142.4130981774524,107.39640326159547,11.576741695229579,2.672945040396221,121.64608999722127,450,2947157.207434443,1386.5777090536676,623959.9690741504
200206,PIURA,AYABACA,PACAIPAMPA,20020605,BELLAVISTA,10721.364016275063,8026.981216553983,0.7486902976495342,-5.005326367999942,-79.54642537699993,SIERRA,PIURA,CHULUCANAS,PIURA,725257.904435112,0.011067761092250388,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,1581.029672027968,1400.1824557805967,131.62888267013386,14.188869720264998,3.276057283306115,149.09380967370498,450,3612141.5474492926,1699.4393576988105,764747.7109644647
200206,PIURA,AYABACA,PACAIPAMPA,20020606,PALO BLANCO,13806.202813693057,9960.884821014346,0.7214789580763724,-5.055298282999956,-79.60074028499997,SIERRA,PIURA,CHULUCANAS,PIURA,725257.904435112,0.013734265783387314,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,1961.9398671568779,1737.521964256329,163.34162296182532,17.607328734302538,4.065342671882645,185.0142943680105,450,4482398.169456456,2108.8774528867875,948994.8537990544
200206,PIURA,AYABACA,PACAIPAMPA,20020607,VILCAS,6239.422031679889,4409.634633817101,0.706737677212365,-4.955693418999942,-79.62548512699993,SIERRA,PIURA,CHULUCANAS,PIURA,725257.904435112,0.006080091794727382,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,868.5411128768066,769.1924129509612,72.31053171469276,7.794677680840504,1.7997071712393051,81.90491656677257,450,1984335.5852176952,933.589658130249,420115.34615861205
200206,PIURA,AYABACA,PACAIPAMPA,20020608,PACAIPAMPA,5848.72578660777,3454.882773832565,0.5907069163241415,-5.003603126999963,-79.68592078399996,SIERRA,PIURA,CHULUCANAS,PIURA,725257.904435112,0.0047636609717801,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,680.4889698187873,602.6507495399005,56.65421993738073,6.107013365822088,1.4100436476469096,64.17127695084973,450,1554697.2482246542,731.4535319926038,329154.0893966717
200206,PIURA,AYABACA,PACAIPAMPA,20020609,TINGOS - TIERRA COLORADA,3487.256424245385,2305.6286895248795,0.6611583459979717,-5.026331208999977,-79.72631333499999,SIERRA,PIURA,CHULUCANAS,PIURA,725257.904435112,0.0031790466197272054,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,454.1268096280313,402.1811878616887,37.80840144841565,4.075537766490277,0.9409977994392528,42.82493701434518,450,1037532.9102861958,488.13819710172976,219662.1886957784
200206,PIURA,AYABACA,PACAIPAMPA,20020610,MALACHE,6047.330145709627,1583.9966978547288,0.2619332266783086,-4.962794560999953,-79.74244815099996,SIERRA,PIURA,CHULUCANAS,PIURA,725257.904435112,0.0021840461002468775,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,311.99098542026644,276.3036721422325,25.974860270236114,2.799947100516497,0.6464776456730758,29.421285016425685,450,712798.5140346279,335.3572480333925,150910.76161502663
200207,PIURA,AYABACA,PAIMAS,20020701,LA SAUCHA,9908.23409450156,411.1626172502104,0.0414970632837974,-4.62348912899995,-80.09523823699999,COSTA,PIURA,SAN LORENZO,PIURA,725257.904435112,0.0005669191810745672,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,80.98440501650192,71.7209455977435,6.742369820519827,0.726790390137595,0.16780807759807187,7.636968288255495,1400,575627.6641502946,87.04965357691891,121869.51500768648
200207,PIURA,AYABACA,PAIMAS,20020702,TOMAPAMPA DE JAMBUR,3780.558100799181,366.5548119258721,0.0969578570551224,-4.597933163999926,-80.01876231899996,COSTA,PIURA,SAN LORENZO,PIURA,725257.904435112,0.0005054130533211821,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,72.19825466693086,63.93980537566275,6.010877443148819,0.6479395343577555,0.1496022637830699,6.808419241289644,1400,513176.73669622093,77.6054730084621,108647.66221184694
200207,PIURA,AYABACA,PAIMAS,20020703,JAMBUR,4710.236494811531,1226.5252218108951,0.2603956771941176,-4.600781526999981,-79.94830269199997,COSTA,PIURA,SAN LORENZO,PIURA,725257.904435112,0.0016911573308066316,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,241.58182470572734,213.94831392034698,20.112934135283272,2.1680636980941017,0.5005825699187629,22.781580403296136,1400,1717135.3105352533,259.6748614357095,363544.8060099933
200207,PIURA,AYABACA,PAIMAS,20020704,PAIMAS,3709.7511148515714,918.3828899124724,0.247559165421052,-4.660824641999966,-79.91848571199995,COSTA,PIURA,SAN LORENZO,PIURA,725257.904435112,0.0012662845648373612,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,180.88875008701706,160.19766029757457,15.059922329610737,1.623376812121497,0.3748202311918589,17.058119372924093,1400,1285736.0458774613,194.43623778958585,272210.7329054202
200207,PIURA,AYABACA,PAIMAS,20020705,TASAJERAS,5312.965701924681,3055.642573320736,0.5751293617825907,-4.696141758999943,-79.94608110499996,COSTA,PIURA,SAN LORENZO,PIURA,725257.904435112,0.004213180655646505,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,601.8528566591033,533.0094847458394,50.10735753760389,5.40129760053882,1.2471014740713655,56.75575661221407,1400,4277899.60264903,646.9280433162215,905699.2606427101
200207,PIURA,AYABACA,PAIMAS,20020706,CEMENTERIO,220.04563182433876,204.87007439693195,0.9310344981557218,-4.623349370999961,-79.96782774699994,COSTA,PIURA,SAN LORENZO,PIURA,725257.904435112,0.00028247892666058,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,40.35211467346385,35.73640901182998,3.359521874774278,0.36213798397886354,0.08361376229153168,3.805273621044673,1400,286818.1041557047,43.374247210995456,60723.946095393636
200207,PIURA,AYABACA,PAIMAS,20020707,TUNEL,1534.607205069958,379.9266200888287,0.2475725507046012,-4.644032184999958,-79.97098517699999,COSTA,PIURA,SAN LORENZO,PIURA,725257.904435112,0.0005238503679387617,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,74.8320250600521,66.27231004793273,6.230152425895692,0.6715761716974925,0.15505970890987344,7.0567883065030585,1400,531897.2681243602,80.43649708372241,112611.09591721138
200207,PIURA,AYABACA,PAIMAS,20020708,CULQUI,3169.3386845148016,631.3307128854003,0.1991995099703431,-4.650288509999939,-80.00868307799999,COSTA,PIURA,SAN LORENZO,PIURA,725257.904435112,0.0008704913231895493,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,124.34968551762711,110.12585729670988,10.352753306693309,1.1159698763290022,0.2576654316641066,11.726388614686417,1400,883862.9980395604,133.66273475124697,187127.82865174577
200208,PIURA,AYABACA,SAPILLICA,20020801,PAMPA VERDE,4179.452181772158,2192.834482508915,0.524670312552569,-4.722547558999963,-79.99320430699998,COSTA,PIURA,SAN LORENZO,PIURA,725257.904435112,0.003023523727351675,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,431.9103644521868,382.5059867472604,35.958767689393476,3.8761574184648477,0.8949630232960959,40.72988813115442,1400,3069968.2755124806,464.2578727865261,649961.0219011365
200208,PIURA,AYABACA,SAPILLICA,20020802,MONTEGRANDE,4850.566822892915,3197.954807833183,0.659295073050019,-4.792968746999975,-79.92327468699995,COSTA,PIURA,SAN LORENZO,PIURA,725257.904435112,0.004409403590470347,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,629.8833028986891,557.8336482304036,52.44103690146384,5.652855402982985,1.3051834627792227,59.399075767226044,1400,4477136.730966456,677.0578026725469,947880.9237415657
200208,PIURA,AYABACA,SAPILLICA,20020803,NARANJO,3185.662532900434,2715.3856751067324,0.8523770635034806,-4.812583107999956,-79.96957314599996,COSTA,PIURA,SAN LORENZO,PIURA,725257.904435112,0.003744027687945971,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,534.834355223082,473.6569428020448,44.52772129274143,4.799843495946735,1.1082321956320074,50.43579698432018,1400,3801539.9451494254,574.8902561390341,804846.3585946478
200208,PIURA,AYABACA,SAPILLICA,20020804,MASIAS,3474.8804295755517,2604.8522634109904,0.7496235672572962,-4.841074653999954,-79.98520861399999,COSTA,PIURA,SAN LORENZO,PIURA,725257.904435112,0.0035916220250503225,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,513.0632062784385,454.3761023891163,42.715160743923484,4.604459436114514,1.0631201194148954,48.3827402994529,1400,3646793.1687753866,551.4885780848887,772084.0093188442
200208,PIURA,AYABACA,SAPILLICA,20020805,LLICSA,2222.1520634927733,1009.0683168796288,0.45409507902604,-4.822591677999981,-80.03395724999996,COSTA,PIURA,SAN LORENZO,PIURA,725257.904435112,0.001391323432270029,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,198.75055229977366,176.01632741648137,16.547009579987456,1.7836766401701774,0.4118317359519286,18.742517956109563,1400,1412695.6436314804,213.6357823755228,299090.0953257319
200208,PIURA,AYABACA,SAPILLICA,20020806,TIMBES,3499.145079170188,391.267099536385,0.1118179128569235,-4.77186366899997,-80.05954157499997,COSTA,PIURA,SAN LORENZO,PIURA,725257.904435112,0.0005394868461876808,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,77.06569597791021,68.25048091120351,6.416117061710088,0.6916221368126069,0.15968810647155354,7.267427304994249,1400,547773.939350939,82.8374566211144,115972.43926956016
200208,PIURA,AYABACA,SAPILLICA,20020807,TASAJERAS,2261.263458188327,1005.3298696076012,0.4445876777282062,-4.7474699799999485,-79.99849136699999,COSTA,PIURA,SAN LORENZO,PIURA,725257.904435112,0.0013861687869374292,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,198.01421121401177,175.36421323545417,16.485705383046845,1.7770683848537843,0.41030596093347904,18.673079728834107,1400,1407461.8174506417,212.84429373747005,297982.01123245806
200208,PIURA,AYABACA,SAPILLICA,20020808,SAPILLICA,3849.938807310474,2649.716155870853,0.6882489017330423,-4.771746319999977,-79.99260379999998,COSTA,PIURA,SAN LORENZO,PIURA,725257.904435112,0.003653481250831262,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,521.8997966812458,462.20191304266297,43.4508525161362,4.683762963565678,1.0814304502460537,49.21604592994793,1400,3709602.6182191945,560.9869763655051,785381.7669117072
200209,PIURA,AYABACA,SICCHEZ,20020901,OXAHUAY,1314.1233874747104,1089.026905460454,0.8287097816234639,-4.584934139999973,-79.77760229799998,COSTA,PIURA,AYABACA,PIURA,725257.904435112,0.0015015719219339965,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,214.4995490482714,189.9638638438699,17.85819486756102,1.9250152039193835,0.44446528889246295,20.227675360372867,1400,1524637.6676446355,230.56428497872645,322789.998970217
200209,PIURA,AYABACA,SICCHEZ,20020902,SICCHEZ,1250.9716819353132,1056.436381746541,0.8444926428008213,-4.5519067619999305,-79.78981556799994,COSTA,PIURA,AYABACA,PIURA,725257.904435112,0.001456635460690879,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,208.08037555969207,184.2789521320031,17.323765533996625,1.867406660605707,0.4311640963645002,19.62233629096683,1400,1479010.9344451574,223.66435371026668,313130.09519437334
200209,PIURA,AYABACA,SICCHEZ,20020903,SICCHEZ PAMPA,957.6168318142882,936.9993986767864,0.9784700597853526,-4.581945883999936,-79.75961283499998,COSTA,PIURA,AYABACA,PIURA,725257.904435112,0.0012919533767875241,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,184.55553987409783,163.44502169738968,15.365201510134025,1.656284229041606,0.38241819952910716,17.403903938704737,1400,1311799.158147501,198.37764824558317,277728.7075438164
200210,PIURA,AYABACA,SUYO,20021001,PAMPA LARGA,41332.54345371632,4139.642109214289,0.1001545456269781,-4.3965069289999406,-80.13573211799996,COSTA,PIURA,SAN LORENZO,PIURA,725257.904435112,0.005707820740593746,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,815.3621927938166,722.0964018925148,67.88311206788141,7.317426189441182,1.6895149392157487,76.89005319653835,1400,5795498.952900005,876.4279543444934,1226999.1360822907
200210,PIURA,AYABACA,SUYO,20021002,LA TINA,20264.755041406766,3578.94272078469,0.1766092268804568,-4.432990845999939,-79.95403862299997,COSTA,PIURA,SAN LORENZO,PIURA,725257.904435112,0.004934717290082143,142850.0,139981.0,126510.0,11893.0,1282.0,296.0,13471.0,704.9243648882341,624.2910843682919,58.68859273094693,6.326307565885307,1.4606763178643143,66.47557661469655,1400,5010519.809098566,757.718992304093,1060806.5892257302
