ubigeo,dep,prov,dist,cod_se,sector,ha_se,ha_agricola,intensidad,lat,lon,k,region_nat,agencia_agraria,share,ha_cosechada,gasto_ha,sam_usd,clientes_sam,tam_usd,share_comercial,tasa_compra,s_ha_cosechada,s_sam_usd,s_clientes_sam,s_tam_usd
10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,01010601,CHUQUIBAMBA,10864.464413184862,964.3921093311352,0.0887657295062581,-6.931201705999968,-77.85445405999997,amazonas,SIERRA,CHACHAPOYAS,0.0018510572563367978,269973.76900000003,370.3402789429764,18598170.819262616,5316.720693052095,99982160.91874668,0.8792875390838767,0.2115518340383612,499.7369041280445,34426.279049587356,9.84155441879009,185072.70447287944
10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,01010602,CHUMBOL,7559.640459730593,1493.8920303013322,0.1976141640940647,-6.940220611999962,-77.95374894999998,amazonas,SIERRA,CHACHAPOYAS,0.0028673810746863977,269973.76900000003,370.3402789429764,18598170.819262616,5316.720693052095,99982160.91874668,0.8792875390838767,0.2115518340383612,774.1176758923574,53328.04303093844,15.245064294651126,286686.9560246642
10107,AMAZONAS,CHACHAPOYAS,GRANADA,01010701,GRANADA,8944.837403300913,829.8542376089355,0.0927746587436787,-6.075865561999933,-77.59529466099997,amazonas,SIERRA,CHACHAPOYAS,0.0015928248410216107,269973.76900000003,370.3402789429764,18598170.819262616,5316.720693052095,99982160.91874668,0.8792875390838767,0.2115518340383612,430.0209256874301,29623.628478484738,8.468604792667012,159254.0695703998
10107,AMAZONAS,CHACHAPOYAS,GRANADA,01010702,CALVICHE,8189.636392815778,86.81962207546523,0.0106011571101772,-6.126326628999948,-77.55618421699995,amazonas,SIERRA,CHACHAPOYAS,0.0001666418564401872,269973.76900000003,370.3402789429764,18598170.819262616,5316.720693052095,99982160.91874668,0.8792875390838767,0.2115518340383612,44.98893005631427,3099.2337117136394,0.8859882064641598,16661.212906401477
10108,AMAZONAS,CHACHAPOYAS,HUANCAS,01010801,HUANCAS,3188.028607801816,448.9071631056121,0.1408102681409559,-6.142778094999926,-77.88025713399998,amazonas,SIERRA,CHACHAPOYAS,0.0008616338247152668,269973.76900000003,370.3402789429764,18598170.819262616,5316.720693052095,99982160.91874668,0.8792875390838767,0.2115518340383612,232.61853115626596,16024.813055709115,4.581066385697281,86148.01171571697
10108,AMAZONAS,CHACHAPOYAS,HUANCAS,01010802,MARIPAMPA,1439.0415061844024,319.32813959931826,0.221903355967829,-6.185732946999963,-77.86327172199998,amazonas,SIERRA,CHACHAPOYAS,0.0006129194383058653,269973.76900000003,370.3402789429764,18598170.819262616,5316.720693052095,99982160.91874668,0.8792875390838767,0.2115518340383612,165.47217085279746,11399.180412058977,3.258721460814661,61281.009910924855
10109,AMAZONAS,CHACHAPOYAS,LA JALCA,01010901,HUACAS,1308.421399999028,930.9139733705456,0.711478712723009,-6.489723414999958,-77.83782495199995,amazonas,SIERRA,CHACHAPOYAS,0.001786799216584213,269973.76900000003,370.3402789429764,18598170.819262616,5316.720693052095,99982160.91874668,0.8792875390838767,0.2115518340383612,482.38891894748735,33231.197049757815,9.499912369142557,178648.04680201327
10109,AMAZONAS,CHACHAPOYAS,LA JALCA,01010902,PROGRESO,4926.363614245235,1146.7668615446587,0.2327816116188886,-6.4796940189999646,-77.76764268299996,amazonas,SIERRA,CHACHAPOYAS,0.0022011079309442504,269973.76900000003,370.3402789429764,18598170.819262616,5316.720693052095,99982160.91874668,0.8792875390838767,0.2115518340383612,594.2414040928111,40936.58129133487,11.702676084092378,220071.5273511976
10109,AMAZONAS,CHACHAPOYAS,LA JALCA,01010903,PENGOTE,3554.024684071674,907.9037347841364,0.2554579147559536,-6.526189733999956,-77.76418706799996,amazonas,SIERRA,CHACHAPOYAS,0.0017426332920673121,269973.76900000003,370.3402789429764,18598170.819262616,5316.720693052095,99982160.91874668,0.8792875390838767,0.2115518340383612,470.4652778442901,32409.79164120183,9.265094484335775,174232.2422298393
10109,AMAZONAS,CHACHAPOYAS,LA JALCA,01010904,EL PUENTE,517.1669977229926,492.4994500108599,0.9523025486530652,-6.545024744999978,-77.81711442899996,amazonas,SIERRA,CHACHAPOYAS,0.0009453049976909968,269973.76900000003,370.3402789429764,18598170.819262616,5316.720693052095,99982160.91874668,0.8792875390838767,0.2115518340383612,255.20755308117472,17580.943823359812,5.025922642469285,94513.6363964367
10109,AMAZONAS,CHACHAPOYAS,LA JALCA,01010905,QUELUCAS,2115.3366917165386,1821.2752864320337,0.8609860045277794,-6.519748375999939,-77.81635319199995,amazonas,SIERRA,CHACHAPOYAS,0.0034957615290683868,269973.76900000003,370.3402789429764,18598170.819262616,5316.720693052095,99982160.91874668,0.8792875390838767,0.2115518340383612,943.7639155277956,65014.770061020536,18.585987659573327,349513.7917328794
10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,01011001,LEIMEBAMBA,4740.48180451758,1720.45162255691,0.3629275870054718,-6.692633500999932,-77.77140828699999,amazonas,SIERRA,CHACHAPOYAS,0.0033022402706292756,269973.76900000003,370.3402789429764,18598170.819262616,5316.720693052095,99982160.91874668,0.8792875390838767,0.2115518340383612,891.5182520053656,61415.628639411276,17.55708918028462,330165.11813042185
10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,01011002,CHILCHOS,19257.945334032924,3247.0231864806483,0.1686069375605954,-6.782636049999951,-77.81830742199998,amazonas,SIERRA,CHACHAPOYAS,0.006232346545221562,269973.76900000003,370.3402789429764,18598170.819262616,5316.720693052095,99982160.91874668,0.8792875390838767,0.2115518340383612,1682.5700865275942,115910.24565287183,33.13564584325121,623123.4751857371
