cultivo,plaga,producto,ingrediente_activo,clase,toxicidad,dosis_min,dosis_max,unidad_dosis,dosis_estimada,cilindros_por_ha,precio_usd_kg,costo_ha_min_usd,costo_ha_max_usd,costo_ha_min_fob_usd,carencia_dias,lmr_ppm,titular,registro
Maiz,Pata de gallina,AVOID,ATRAZINE,Herbicida,Ligeramente Peligroso,0.94,0.94,lt,False,,14.8977,14.0,14.0,2.76,7,0.1,HORTUS S A,PQUA N° 670-SENASA
Maiz,Pata de gallina,TYSON,NICOSULFURON,Herbicida,Ligeramente Peligroso,0.04,0.04,kl,False,,397.2729,15.89,15.89,1.9,60,0.01,ALBAUGH PERU S.A.C.,PQUA Nº1999-SENASA
Maiz,Pata de gallina,RANGER FLASH 500 FW,ATRAZINE,Herbicida,Ligeramente Peligroso,2.0,3.0,lt,False,,11.9182,23.84,35.75,4.44,30,0.1,FARMAGRO S A,PQUA N° 1310-SENASA
Maiz,Pata de gallina,TANKE 40 EC,PENDIMETHALIN,Herbicida,Ligeramente Peligroso,2.5,3.0,lt,False,,11.9182,29.8,35.75,11.79,,0.1,HORTUS S A,PQUA N° 226-SENASA
Maiz,Pega pega,NICOZINE 240 OD,"ATRAZINE, NICOSULFURON",Herbicida,Ligeramente Peligroso,0.5,1.0,lt,True,2.0,27.4118,13.71,27.41,2.08,26,0.01,SILVESTRE PERU S.A.C.,PQUA N° 1812-SENASA
Maiz,Pega pega,AVOID,ATRAZINE,Herbicida,Ligeramente Peligroso,0.94,0.94,lt,False,,14.8977,14.0,14.0,2.76,7,0.1,HORTUS S A,PQUA N° 670-SENASA
Maiz,Pega pega,TYSON,NICOSULFURON,Herbicida,Ligeramente Peligroso,0.04,0.04,kl,False,,397.2729,15.89,15.89,1.9,60,0.01,ALBAUGH PERU S.A.C.,PQUA Nº1999-SENASA
Maiz,REGULADOR DE CRECIMIENTO DE PLANTAS,TRIGGRR FOLIAR,CITOQUININAS,,Ligeramente Peligroso,1.0,1.0,lt,True,2.0,32.775,32.77,32.77,12.67,,,FARMEX S A,PBUA Nº 212-SENASA
Maiz,Verdolaga,AVOID,ATRAZINE,Herbicida,Ligeramente Peligroso,0.94,0.94,lt,False,,14.8977,14.0,14.0,2.76,7,0.1,HORTUS S A,PQUA N° 670-SENASA
Maiz,Verdolaga,RAYO 500 FW,ATRAZINE,Herbicida,Ligeramente Peligroso,1.5,3.0,lt,False,,10.4284,15.64,31.29,3.19,30,0.25,NEOAGRUM S.A.,153-96-AG-SENASA
Maiz,Verdolaga,SELEKTOR 50 SC,Atrazine,Herbicida,Moderadamente Peligroso,1.5,2.0,lt,False,,11.3223,16.98,22.64,4.44,14,0.2,SHARDA PERU SOCIEDAD ANONIMA CERRADA,PQUA Nº 1281-SENASA
Maiz,Verdolaga,HOJANCHA,"2,4-D",Herbicida,Moderadamente Peligroso,1.5,2.0,lt,False,,13.408,20.11,26.82,2.97,7,0.05,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 2562-SENASA
Maiz,Verdolaga,HUELLA 720 SL,"2,4-D",Herbicida,Ligeramente Peligroso,1.5,2.0,litro,False,,13.408,20.11,26.82,2.1,7,0.05,NEOAGRUM S.A.,PQUA N° 358-SENASA
Maiz,Verdolaga,RANGER FLASH 500 FW,ATRAZINE,Herbicida,Ligeramente Peligroso,2.0,3.0,lt,False,,11.9182,23.84,35.75,4.44,30,0.1,FARMAGRO S A,PQUA N° 1310-SENASA
Maiz,Verdolaga,TANKE 40 EC,PENDIMETHALIN,Herbicida,Ligeramente Peligroso,2.5,3.0,lt,False,,11.9182,29.8,35.75,11.79,,0.1,HORTUS S A,PQUA N° 226-SENASA
Maiz,Verdolaga,SELLADOR 400 EC,PENDIMETHALIN,Herbicida,Ligeramente Peligroso,3.0,3.0,lt,False,,13.408,40.22,40.22,11.92,60,0.05,NEOAGRUM S.A.,PQUA N° 146-SENASA
Maiz,Yuyo,AVOID,ATRAZINE,Herbicida,Ligeramente Peligroso,0.94,0.94,lt,False,,14.8977,14.0,14.0,2.76,7,0.1,HORTUS S A,PQUA N° 670-SENASA
Maiz,Yuyo,SELEKTOR 50 SC,Atrazine,Herbicida,Moderadamente Peligroso,1.5,2.0,lt,False,,11.3223,16.98,22.64,4.44,14,0.2,SHARDA PERU SOCIEDAD ANONIMA CERRADA,PQUA Nº 1281-SENASA
Maiz,Yuyo,HOJANCHA,"2,4-D",Herbicida,Moderadamente Peligroso,1.5,2.0,lt,False,,13.408,20.11,26.82,2.97,7,0.05,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 2562-SENASA
Maiz,Yuyo,HUELLA 720 SL,"2,4-D",Herbicida,Ligeramente Peligroso,1.5,2.0,litro,False,,13.408,20.11,26.82,2.1,7,0.05,NEOAGRUM S.A.,PQUA N° 358-SENASA
Maiz,Yuyo,OH-BAMA,"2,4-D",Herbicida,Moderadamente Peligroso,2.0,2.5,lt,False,,14.3018,28.6,35.75,2.9,45,0.05,DROKASA  PERU S.A,PQUA N° 413-SENASA
Maiz,Yuyo,TANKE 40 EC,PENDIMETHALIN,Herbicida,Ligeramente Peligroso,2.5,3.0,lt,False,,11.9182,29.8,35.75,11.79,,0.1,HORTUS S A,PQUA N° 226-SENASA
Maiz,Yuyo,CRISURON,HALOSULFURON METHYL,Herbicida,Ligeramente Peligroso,0.08,0.12,kg,True,2.0,720.0572,57.6,86.41,5.55,30,0.05,MONTANA S. A.,PQUA N°1466-SENASA
Maiz,Yuyo o bledo,RAYO 500 FW,ATRAZINE,Herbicida,Ligeramente Peligroso,1.5,3.0,lt,False,,10.4284,15.64,31.29,3.19,30,0.25,NEOAGRUM S.A.,153-96-AG-SENASA
Maiz,Yuyo o bledo,RANGER FLASH 500 FW,ATRAZINE,Herbicida,Ligeramente Peligroso,2.0,3.0,lt,False,,11.9182,23.84,35.75,4.44,30,0.1,FARMAGRO S A,PQUA N° 1310-SENASA
Mandarina,,SANFOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,False,,5.3632,10.73,21.45,3.66,15,0.5,ARIS INDUSTRIAL S.A.,481-97-AG-SENASA
Mandarina,,AGRISPON,EXTRACTO VEGETAL (VARIOS),Bioestimulante,Ligeramente Peligroso,0.5,0.75,lt,False,,47.6728,23.84,35.75,3.4,,,SILVESTRE PERU S.A.C.,PBUA N° 135-SENASA
Mandarina,,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,False,,7.8213,31.29,46.93,6.24,,0.1,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Mandarina,Acaro del tostado,SPIDER 1.8 EC,ABAMECTIN,"Acaricida, Insecticida",Moderadamente Peligroso,0.1,0.2,lt,True,2.0,23.8364,2.38,4.77,0.26,7,0.01,ADAMA AGRICULTURE PERU S.A.,889-99-AG-SENASA
Mandarina,Acaro del tostado,NYCHUS 1.8 EC,ABAMECTIN,Acaricida,Moderadamente Peligroso,0.2,0.2,lt,True,2.0,17.8773,3.58,3.58,0.66,7,0.01,AVGUST PERU S.A.C.,PQUA Nº 1192-SENASA
Mandarina,Acaro del tostado,VERMETIN 1.8% CE,ABAMECTIN,"Acaricida, Insecticida",Moderadamente Peligroso,0.2,0.4,lt,True,2.0,18.7711,3.75,7.51,0.56,7,0.02,NEOAGRUM S.A.,PQUA N° 2083-SENASA
Mandarina,Acaro del tostado,DK-TINA,ABAMECTIN,"Acaricida, Insecticida",Moderadamente Peligroso,0.2,0.3,lt,True,2.0,25.3261,5.07,7.6,0.65,5,0.01,DROKASA  PERU S.A,PQUA N°1267-SENASA
Mandarina,Acaro del tostado,HERCULES,ABAMECTIN,Acaricida,Moderadamente Peligroso,0.16,0.2,lt,True,2.0,53.6318,8.58,10.73,0.87,10,0.01,DROKASA  PERU S.A,PQUA N°1323-SENASA
Mandarina,Acaro del tostado,VERTIPLUS 18 EC,ABAMECTIN,Insecticida,Moderadamente Peligroso,0.5,0.5,lt,False,,19.3671,9.68,9.68,1.58,7,0.01,CROP BUSINESS S.A.C.,PQUA N° 755-SENASA
Mandarina,Acaro del tostado,CERTERO 240 SC,CHLORFENAPYR,Insecticida,Moderadamente Peligroso,0.15,0.18,litro,False,,70.0194,10.5,12.6,0.91,7,0.05,NEOAGRUM S.A.,PQUA N° 295-SENASA
Mandarina,Acaro del tostado,ABASAC 1.8 EC,ABAMECTIN,"Acaricida, Insecticida",Moderadamente Peligroso,0.3,0.3,lt,True,2.0,35.7546,10.73,10.73,1.1,7,0.02,HORTUS S A,484-97-AG-SENASA
Mandarina,Acaro del tostado,RETO 1.8 EC,ABAMECTIN,Insecticida,Moderadamente Peligroso,0.75,1.125,lt,False,,17.8773,13.41,20.11,3.29,10,0.01,INSUMOS AGRICOLAS PERUANOS S.A.C.- INAP S.A.C.,PQUA N° 338-SENASA
Mandarina,Acaro del tostado,MICROTHIOL SPECIAL,AZUFRE,"Acaricida, Fungicida",Ligeramente Peligroso,2.0,2.0,kg,True,2.0,7.4489,14.9,14.9,2.83,7,,FARMAGRO S A,435-97-AG-SENASA
Mandarina,Acaro del tostado,AZUFRAC F 600,AZUFRE,Fungicida,Ligeramente Peligroso,1.6,2.0,litro,True,2.0,12.8121,20.5,25.62,2.18,,50,HORTUS S A,490-97-AG-SENASA
Mandarina,Acaro del tostado,INCIPIO 200 SC,ISOCYCLOSERAM,Insecticida,Ligeramente Peligroso,0.06,0.06,lt,True,2.0,357.5456,21.45,21.45,7.0,28,0.4,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 3368-SENASA
Mandarina,Acaro del tostado,KONGA,"ETOXAZOLE, ABAMECTIN",Acaricida,Moderadamente Peligroso,0.11,0.11,lt,True,2.0,280.0774,30.81,30.81,0.96,14,,DROKASA  PERU S.A,PQUA Nº 1941-SENASA
Mandarina,Acaro del tostado,KENYO,FENPYROXIMATE,Acaricida,Ligeramente Peligroso,0.4,0.4,lt,True,2.0,98.325,39.33,39.33,6.2,14,0.5,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 2065-SENASA
Mandarina,Acaro del tostado,ACARE 1.8 EC,ABAMECTIN,Acaricida,Moderadamente Peligroso,1.5,1.5,lt,False,,28.3057,42.46,42.46,5.81,3,0.01,FARMAGRO S A,PQUA Nº 1131-SENASA
Mandarina,Acaro del tostado,KUMULUS DF,AZUFRE,"Acaricida, Fungicida",Ligeramente Peligroso,10.0,15.0,kl,False,,13.408,134.08,201.12,15.11,,,BASF PERUANA S A,PQUA N° 3706-SENASA
Mandarina,Acaro hialino,VERMETIN 1.8% CE,ABAMECTIN,"Acaricida, Insecticida",Moderadamente Peligroso,0.12,0.16,lt,True,2.0,18.7711,2.25,3.0,0.33,7,0.01,NEOAGRUM S.A.,PQUA N° 2083-SENASA
Mandarina,Acaro hialino,RETO 1.8 EC,ABAMECTIN,Insecticida,Moderadamente Peligroso,0.4,0.6,lt,True,2.0,17.8773,7.15,10.73,1.75,7,0.01,INSUMOS AGRICOLAS PERUANOS S.A.C.- INAP S.A.C.,PQUA N° 338-SENASA
Mandarina,Acaro hialino,ABASAC 1.8 EC,ABAMECTIN,"Acaricida, Insecticida",Moderadamente Peligroso,0.24,0.4,lt,True,2.0,35.7546,8.58,14.3,0.88,7,0.05,HORTUS S A,484-97-AG-SENASA
Mandarina,Acaro hialino,ACARE 1.8 EC,ABAMECTIN,Acaricida,Moderadamente Peligroso,0.4,0.6,lt,False,,28.3057,11.32,16.98,1.55,,,FARMAGRO S A,PQUA Nº 1131-SENASA
Mandarina,Acaro hialino,INCIPIO 200 SC,ISOCYCLOSERAM,Insecticida,Ligeramente Peligroso,0.06,0.06,lt,True,2.0,357.5456,21.45,21.45,7.0,24,0.4,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 3368-SENASA
Mandarina,Acaro hialino,KENYO,FENPYROXIMATE,Acaricida,Ligeramente Peligroso,0.4,0.6,lt,True,2.0,98.325,39.33,58.99,6.2,14,0.5,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 2065-SENASA
Mandarina,Alternaria de los cítricos,CONFIEE 325 SC,"AZOXYSTROBIN, DIFENOCONAZOLE",Fungicida,Ligeramente Peligroso,0.3,0.4,lt,True,2.0,72.9989,21.9,29.2,2.1,30,,NEOAGRUM S.A.,PQUA N° 1095-SENASA
Mandarina,Amor seco,S-BRASSA PLUS 757 SG,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,1.0,2.0,kg,False,,14.3018,14.3,28.6,5.6,1,0.5,CROP BUSINESS S.A.C.,PQUA N° 2037-SENASA
Mandarina,Amor seco,FOGONAZO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,3.0,lt,False,,7.1509,21.45,21.45,4.8,5,0.1,PERU PRODUCTOS AGRICOLAS SAC,PQUA Nº1933-SENASA
Mandarina,Amor seco,FOGONE 200 SL,GLUFOSINATE-AMMONIUM,Herbicida,Ligeramente Peligroso,2.0,3.0,lt,True,2.0,13.408,26.82,40.22,10.48,40,0.1,CROP BUSINESS S.A.C.,PQUA N°2135-SENASA
Mandarina,Amor seco,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,False,,7.8213,31.29,46.93,6.24,,0.1,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Mandarina,Anisillo,RANGO 480,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,4.0,4.0,lt,False,,14.0039,56.02,56.02,8.22,14,0.5,HORTUS S A,PQUA N° 2298-SENASA
Mandarina,Arañita roja de los citrus,DK-TINA,ABAMECTIN,"Acaricida, Insecticida",Moderadamente Peligroso,0.2,0.2,lt,True,2.0,25.3261,5.07,5.07,0.65,7,0.01,DROKASA  PERU S.A,PQUA N°1267-SENASA
Mandarina,Arañita roja de los citrus,RETO 1.8 EC,ABAMECTIN,Insecticida,Moderadamente Peligroso,0.4,0.6,lt,True,2.0,17.8773,7.15,10.73,1.75,7,0.01,INSUMOS AGRICOLAS PERUANOS S.A.C.- INAP S.A.C.,PQUA N° 338-SENASA
Mandarina,Arañita roja de los citrus,SULFA PLUS 800 WG,AZUFRE,Fungicida,Ligeramente Peligroso,1.0,1.0,kg,True,2.0,7.4489,7.45,7.45,1.47,,,SILVESTRE PERU S.A.C.,PQUA N° 555-SENASA
Mandarina,Arañita roja de los citrus,SULFODIN 80% WG,AZUFRE,Acaricida,Ligeramente Peligroso,1.0,1.0,kl,True,2.0,7.7468,7.75,7.75,1.52,,,BAYER S.A.,PQUA N° 043-SENASA
Mandarina,Arañita roja de los citrus,ACARSTIN L 600,CYHEXATIN,Acaricida,Moderadamente Peligroso,0.12,0.24,lt,True,2.0,86.4069,10.37,20.74,2.58,21,0.5,NEOAGRUM S.A.,159-96-AG-SENASA
Mandarina,Arañita roja de los citrus,ABASAC 1.8 EC,ABAMECTIN,"Acaricida, Insecticida",Moderadamente Peligroso,0.3,0.4,lt,True,2.0,35.7546,10.73,14.3,1.1,7,0.02,HORTUS S A,484-97-AG-SENASA
Mandarina,Arañita roja de los citrus,ABASAC ULTRA,"ABAMECTIN, IMIDACLOPRID",Insecticida,Moderadamente Peligroso,0.2,0.2,lt,True,2.0,59.5909,11.92,11.92,1.0,14,0.01,HORTUS S A,PQUA N° 1704-SENASA
Mandarina,Arañita roja de los citrus,HERCULES,ABAMECTIN,Acaricida,Moderadamente Peligroso,0.25,0.375,lt,False,,53.6318,13.41,20.11,1.37,10,0.01,DROKASA  PERU S.A,PQUA N°1323-SENASA
Mandarina,Arañita roja de los citrus,INCIPIO 200 SC,ISOCYCLOSERAM,Insecticida,Ligeramente Peligroso,0.04,0.04,lt,True,2.0,357.5456,14.3,14.3,4.67,28,0.4,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 3368-SENASA
Mandarina,Arañita roja de los citrus,ACARISIL 110 SC,ETOXAZOLE,Acaricida,Ligeramente Peligroso,0.12,0.12,lt,True,2.0,156.4262,18.77,18.77,0.49,15,0.01,SILVESTRE PERU S.A.C.,PQUA N° 899-SENASA
Mandarina,Arañita roja de los citrus,ACARISIL GOLD 188 SC,"FENPYROXIMATE, ETOXAZOLE",Acaricida,Ligeramente Peligroso,0.12,0.12,lt,True,2.0,286.0365,34.32,34.32,0.89,15,,SILVESTRE PERU S.A.C.,PQUA N° 1602-SENASA
Mandarina,Arañita roja de los citrus,KENYO,FENPYROXIMATE,Acaricida,Ligeramente Peligroso,0.4,0.4,lt,True,2.0,98.325,39.33,39.33,6.2,14,0.5,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 2065-SENASA
Mandarina,Arañita roja de los citrus,KANEMITE SC,ACEQUINOCYL,Acaricida,Ligeramente Peligroso,1.65,1.65,lt,False,,120.6716,199.11,199.11,48.64,30,0.35,BAYER S.A.,PQUA N° 2672-SENASA
Mandarina,Cadillo,FUEGO,GLYPHOSATE,Herbicida,Ligeramente Peligroso,3.0,6.0,lt,True,2.0,8.6407,25.92,51.84,6.6,14,0.5,NEOAGRUM S.A.,PQUA N° 2551-SENASA
Mandarina,Cadillo,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,False,,7.8213,31.29,46.93,6.24,,0.1,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Mandarina,Cadillo,HERBOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,4.0,6.0,,False,,8.0448,32.18,48.27,7.69,,0.5,DROKASA  PERU S.A,PQUA N°2228-SENASA
Mandarina,Cadillo,AQUILES,CLETHODIM,Herbicida,Ligeramente Peligroso,1.0,1.5,lt,False,,98.325,98.33,147.49,5.59,15,0.1,HORTUS S A,PQUA N° 1171-SENASA
Mandarina,Capulí cimarrón,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,False,,7.8213,31.29,46.93,6.24,,0.1,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Mandarina,Capulí cimarrón,RANGO 480,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,4.0,4.0,lt,False,,14.0039,56.02,56.02,8.22,14,0.5,HORTUS S A,PQUA N° 2298-SENASA
Mandarina,Chamico,OH-BAMA,"2,4-D",Herbicida,Moderadamente Peligroso,2.0,2.5,lt,True,2.0,14.3018,28.6,35.75,2.9,,1,DROKASA  PERU S.A,PQUA N° 413-SENASA
Mandarina,Chamico,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,False,,7.8213,31.29,46.93,6.24,,0.1,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Mandarina,Cola de ratón (rabo de zorro),RANGO 480,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,4.0,4.0,lt,False,,14.0039,56.02,56.02,8.22,14,0.5,HORTUS S A,PQUA N° 2298-SENASA
Mandarina,Cola de zorro,FOGONAZO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,3.0,lt,False,,7.1509,21.45,21.45,4.8,5,0.1,PERU PRODUCTOS AGRICOLAS SAC,PQUA Nº1933-SENASA
Mandarina,Coquito,SANFOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,False,,5.3632,10.73,21.45,3.66,15,0.5,ARIS INDUSTRIAL S.A.,481-97-AG-SENASA
Mandarina,Coquito,GALERNA,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,1.0,2.0,kg,False,,13.408,13.41,26.82,4.85,1,0.5,ARIS INDUSTRIAL S.A.,PQUA N° 2367-SENASA
Mandarina,Coquito,FOGONAZO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,3.0,lt,False,,7.1509,21.45,21.45,4.8,5,0.1,PERU PRODUCTOS AGRICOLAS SAC,PQUA Nº1933-SENASA
Mandarina,Coquito,FUEGO,GLYPHOSATE,Herbicida,Ligeramente Peligroso,3.0,6.0,lt,True,2.0,8.6407,25.92,51.84,6.6,14,0.5,NEOAGRUM S.A.,PQUA N° 2551-SENASA
Mandarina,Coquito,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,6.0,6.0,lt,False,,7.8213,46.93,46.93,9.36,,0.1,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Mandarina,Coquito,RANGO 480,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,4.0,4.0,lt,False,,14.0039,56.02,56.02,8.22,14,0.5,HORTUS S A,PQUA N° 2298-SENASA
Mandarina,Gomosis del cuello,SEAL 80 WP,FOSETYL-ALUMINIUM,Fungicida,Ligeramente Peligroso,1.5,1.5,kl,True,2.0,22.3466,33.52,33.52,5.34,30,75,AVGUST PERU S.A.C.,PQUA N° 1302-SENASA
Mandarina,Gomosis del cuello,TOTEM,FOSETYL-ALUMINIUM,Fungicida,Ligeramente Peligroso,1.5,1.5,kg,True,2.0,26.8159,40.22,40.22,6.36,30,75,FARMEX S A,PQUA N° 416-SENASA
Mandarina,Gomosis del cuello,VACOMIL PLUS 50,"OXICLORURO DE COBRE, METALAXYL",Fungicida,Ligeramente Peligroso,2.0,2.0,kg,True,2.0,44.6932,89.39,89.39,10.83,7,0.05,SILVESTRE PERU S.A.C.,994-2001-AG-SENASA
Mandarina,Gomosis del cuello,TRICOX,"TRICHODERMA HARZIANUM, TRICHODERMA KONINGII","Nematicida, Fungicida",Ligeramente Peligroso,2.0,2.0,kg,False,,56.6114,113.22,113.22,46.08,,,NEOAGRUM S.A.,PBUA N° 162-SENASA
Mandarina,Gomosis del cuello,ALIETTE 80 WG,FOSETYL-ALUMINIUM,Fungicida,Ligeramente Peligroso,2.5,2.5,kl,False,,49.1625,122.91,122.91,47.47,15,5,BAYER S.A.,PQUA N° 1106-SENASA
Mandarina,Grama,GALERNA,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,1.0,2.0,kg,False,,13.408,13.41,26.82,4.85,1,0.5,ARIS INDUSTRIAL S.A.,PQUA N° 2367-SENASA
Mandarina,Grama china (gramalote),SANFOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,False,,5.3632,10.73,21.45,3.66,15,0.5,ARIS INDUSTRIAL S.A.,481-97-AG-SENASA
Mandarina,Grama china (gramalote),FOGONAZO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,3.0,lt,False,,7.1509,21.45,21.45,4.8,5,0.1,PERU PRODUCTOS AGRICOLAS SAC,PQUA Nº1933-SENASA
Mandarina,Grama china (gramalote),FUEGO,GLYPHOSATE,Herbicida,Ligeramente Peligroso,3.0,6.0,lt,True,2.0,8.6407,25.92,51.84,6.6,14,0.5,NEOAGRUM S.A.,PQUA N° 2551-SENASA
Mandarina,Grama china (gramalote),HERBOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,4.0,6.0,,False,,8.0448,32.18,48.27,7.69,,0.5,DROKASA  PERU S.A,PQUA N°2228-SENASA
Mandarina,Grama china (gramalote),EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,6.0,6.0,lt,False,,7.8213,46.93,46.93,9.36,,0.1,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Mandarina,Grama china (gramalote),CENTURION,CLETHODIM,Herbicida,Ligeramente Peligroso,1.0,1.2,lt,False,,61.3787,61.38,73.65,15.2,5,0.1,UPL PERU S.A.C.,PQUA N° 4064-SENASA
Mandarina,Grama dulce / Pasto Bermuda,SANFOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,False,,5.3632,10.73,21.45,3.66,15,0.5,ARIS INDUSTRIAL S.A.,481-97-AG-SENASA
Mandarina,Grama dulce / Pasto Bermuda,FUEGO,GLYPHOSATE,Herbicida,Ligeramente Peligroso,3.0,6.0,lt,True,2.0,8.6407,25.92,51.84,6.6,14,0.5,NEOAGRUM S.A.,PQUA N° 2551-SENASA
Mandarina,Grama dulce / Pasto Bermuda,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,6.0,6.0,lt,False,,7.8213,46.93,46.93,9.36,,0.1,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Mandarina,Grama dulce / Pasto Bermuda,RANGO 480,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,4.0,4.0,lt,False,,14.0039,56.02,56.02,8.22,14,0.5,HORTUS S A,PQUA N° 2298-SENASA
Mandarina,Grama dulce / Pasto Bermuda,AQUILES,CLETHODIM,Herbicida,Ligeramente Peligroso,1.0,1.5,lt,False,,98.325,98.33,147.49,5.59,15,0.1,HORTUS S A,PQUA N° 1171-SENASA
Mandarina,Gramalote,FUEGO,GLYPHOSATE,Herbicida,Ligeramente Peligroso,3.0,6.0,lt,True,2.0,8.6407,25.92,51.84,6.6,14,0.5,NEOAGRUM S.A.,PQUA N° 2551-SENASA
Mandarina,Grasa de los agrios,LUNA TRANQUILITY,"FLUOPYRAM, PYRIMETHANIL",Fungicida,Ligeramente Peligroso,1.5,1.5,lt,False,,114.7126,172.07,172.07,70.53,14,,BAYER S.A.,PQUA N° 1108-SENASA
Mandarina,Hierba de gallinazo,RANGO 480,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,4.0,4.0,lt,False,,14.0039,56.02,56.02,8.22,14,0.5,HORTUS S A,PQUA N° 2298-SENASA
Mandarina,Hierba mora,SANFOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,False,,5.3632,10.73,21.45,3.66,15,0.5,ARIS INDUSTRIAL S.A.,481-97-AG-SENASA
Mandarina,Higuerilla,RANGO 480,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,4.0,4.0,lt,False,,14.0039,56.02,56.02,8.22,14,0.5,HORTUS S A,PQUA N° 2298-SENASA
Mandarina,Kikuyo,HERBOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,False,,8.0448,32.18,48.27,7.69,,0.5,DROKASA  PERU S.A,PQUA N°2228-SENASA
Mandarina,Lechera,S-BRASSA PLUS 757 SG,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,1.0,2.0,kg,False,,14.3018,14.3,28.6,5.6,1,0.5,CROP BUSINESS S.A.C.,PQUA N° 2037-SENASA
Mandarina,Lechera,RANGO 480,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,4.0,4.0,lt,False,,14.0039,56.02,56.02,8.22,14,0.5,HORTUS S A,PQUA N° 2298-SENASA
Mandarina,Lechera,RANGO 480,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,4.0,4.0,lt,False,,14.0039,56.02,56.02,8.22,14,0.5,HORTUS S A,PQUA N° 2298-SENASA
Mandarina,Mancha negra de la hoja,AMISTROBIN,AZOXYSTROBIN,Fungicida,Ligeramente Peligroso,0.08,0.09,kg,True,2.0,125.141,10.01,11.26,1.51,,15,SOCIEDAD ANONIMA FAUSTO PIAGGIO,PQUA N° 622-SENASA
Mandarina,Mancha negra de la hoja,VERTICAL 250 EW,TEBUCONAZOLE,Fungicida,Ligeramente Peligroso,0.4,0.4,lt,True,2.0,38.1382,15.26,15.26,1.85,175,0.05,SILVESTRE PERU S.A.C.,PQUA N° 143-SENASA
