ruc,razon_social,fob,tn,semanas,destinos,distrito,provincia,dep,fob_anual
20131495006,PERALES HUANCARUNA S.A.C.,157468961.69,29274.905,11,26,CALLAO,CALLAO,CALLAO,818838600.788
20555757469,AVOCADO PACKING COMPANY S.A.C.,116779786.535,68216.09493,11,11,SANTIAGO DE SURCO,LIMA,LIMA,607254889.982
20340584237,CAMPOSOL S.A.,115927337.859,40004.875647,11,29,SANTIAGO DE SURCO,LIMA,LIMA,602822156.8668001
20461642706,AGRICOLA CERRO PRIETO S.A.,83966546.706,32356.933123000003,11,24,SAN ISIDRO,LIMA,LIMA,436626042.8712
20451899881,PROCESADORA LARAN SAC,82729628.514,56513.39741400001,11,25,SAN ISIDRO,LIMA,LIMA,430194068.2728
20170040938,DANPER TRUJILLO S.A.C.,74348654.895,27412.122757,11,20,MOCHE,TRUJILLO,LA LIBERTAD,386613005.45399994
20501923428,CONSORCIO DE PRODUCTORES DE FRUTA S.A.,69168928.449,45947.59264400001,11,24,LA VICTORIA,LIMA,LIMA,359678427.93479997
20500985322,MACHU PICCHU FOODS S.A.C.,63139625.218,9222.680933,11,23,SAN ISIDRO,LIMA,LIMA,328326051.1336
20325117835,SOCIEDAD AGRICOLA DROKASA S.A.,62510663.992,25118.53246,11,15,SANTIAGO,ICA,ICA,325055452.75839996
20505688903,AGRICOLA ANDREA S.A.C.,60351150.538,13132.957219999998,11,15,SAN ISIDRO,LIMA,LIMA,313825982.7976
20614389941,VIRU AVOCADO S.A,53283470.01,27307.9634,11,10,VIRU,VIRU,LA LIBERTAD,277074044.052
20547669046,EXPORTADORA EL PARQUE PERU SAC,48087040.01,25110.377028000003,11,14,MIRAFLORES,LIMA,LIMA,250052608.05200002
20600876491,WESTFALIA FRUIT PERÚ S.A.C.,44199360.69,24686.59394,11,18,MIRAFLORES,LIMA,LIMA,229836675.588
20336183791,EL PEDREGAL S.A,42272971.523,15354.249,11,13,CASTILLA,PIURA,PIURA,219819451.9196
20411808972,AGRICOLA PAMPA BAJA S.A.C.,37454461.307,20671.65748,11,22,ATE,LIMA,LIMA,194763198.79639998
20297939131,COMPLEJO AGROINDUSTRIAL BETA S.A.,37212441.912,16677.128521,11,25,CHINCHA ALTA,CHINCHA,ICA,193504697.9424
20610068767,AQU ANQA II S.A.C.,36736882.379,4412.388,11,20,SAN ISIDRO,LIMA,LIMA,191031788.37080002
20473159644,CAFETALERA AMAZONICA S.A.C.,35663442.765,6985.519200000001,11,8,SAN ISIDRO,LIMA,LIMA,185449902.37800002
20131565659,TAL S A,33856961.57,17354.190958,11,18,TRUJILLO,TRUJILLO,LA LIBERTAD,176056200.164
20603311346,EXPORTADORA SAN RAMON S.A.C.,30502019.186,16585.84448,11,9,SAN ISIDRO,LIMA,LIMA,158610499.7672
20557530160,BLUEBERRIES PERU S.A.C.,29641424.32,3076.44706,11,8,SANTIAGO DE SURCO,LIMA,LIMA,154135406.464
20562877101,TA EXPORT S.A.C.,28447503.76,4860.4768300000005,11,7,SALAS,ICA,ICA,147927019.55200002
20522061035,EXPORTADORA ROMEX S.A.,27700505.58,4668.826,10,19,SANTIAGO DE SURCO,LIMA,LIMA,144042629.01599997
20512896252,OLAM AGRO PERÚ S.A.C.,27428341.05,3639.73,11,13,SAN ISIDRO,LIMA,LIMA,142627373.46
20136222725,SAFRESCO PERU S.A.,27285603.064,18362.90736,11,18,SANTIAGO DE SURCO,LIMA,LIMA,141885135.9328
20535747424,RVR AGRO S.R.L.,26242122.11,10765.7433,11,21,LA MOLINA,LIMA,LIMA,136459034.972
20600807685,AGROBERRIES PERU S.A.C.,26162109.77,3470.93854,11,9,VIRU,VIRU,LA LIBERTAD,136042970.804
20550858461,PLANTACIONES DEL SOL S.A.C,23644444.769,15013.2288,11,7,MIRAFLORES,LIMA,LIMA,122951112.7988
20451871286,NATUCULTURA S.A,23260523.584,26.907805,11,9,MIRAFLORES,LIMA,LIMA,120954722.63679999
20481121966,HASS PERU S.A.,21340641.882,7123.894836,11,11,TRUJILLO,TRUJILLO,LA LIBERTAD,110971337.78639999
20329725431,SUNSHINE EXPORT S.A.C,21246940.848,11844.605210000002,11,19,TAMBO GRANDE,PIURA,PIURA,110484092.40960002
20600699131,AGRO SAN GERARDO S.A.C.,20759873.83,4536.98112,9,5,IRAZOLA,PADRE ABAD,UCAYALI,107951343.916
20372081831,AGRICOLA CHAPI S.A.,19801548.129,7784.299,10,9,MIRAFLORES,LIMA,LIMA,102968050.2708
20451779711,SOCIEDAD AGRICOLA RAPEL   S.A.C.,19386650.614,8032.991199999999,4,7,CASTILLA,PIURA,PIURA,100810583.1928
20104902864,EXPORTADORA FRUTICOLA DEL SUR SA,19022422.345,4386.203012,11,24,SAN ISIDRO,LIMA,LIMA,98916596.19399999
20607481491,BAIKA PERU S.A.C.,18760049.562,10621.72766,11,11,SANTIAGO DE SURCO,LIMA,LIMA,97552257.7224
20517952533,PURA FRUIT COMPANY S.A.,16825693.713,5609.833799999999,10,9,MAGDALENA DEL MAR,LIMA,LIMA,87493607.3076
20602822533,HORTIFRUT - PERÚ S.A.C.,16372391.322,3137.275114,11,12,SALAVERRY,TRUJILLO,LA LIBERTAD,85136434.8744
20606133139,FAMILY FARMS PERÚ S.R.L.,15974786.86,1768.44098,11,3,MAGDALENA DEL MAR,LIMA,LIMA,83068891.672
20603461534,AGRICOLA INTERANDINA S.A.C.,15955355.53,2625.6241,11,10,SAN ISIDRO,LIMA,LIMA,82967848.756
20492896269,EUROFRESH PERU S.A.C,15168964.61,8007.8372,11,4,LA VICTORIA,LIMA,LIMA,78878615.97199999
20535645346,SUMAQAO SOCIEDAD ANONIMA CERRADA,14789002.26,3219.41,7,5,LURIN,LIMA,LIMA,76902811.752
20610799869,VIRU S.A.,14109004.547,5766.731671999999,11,16,VIRU,VIRU,LA LIBERTAD,73366823.6444
20396260639,MORAVA S.A.C.,14027393.066,7244.837439999999,11,6,MOCHE,TRUJILLO,LA LIBERTAD,72942443.9432
20477793674,QUICORNAC S.A.C.,13815201.95,4910.954,10,17,SANTIAGO DE SURCO,LIMA,LIMA,71839050.13999999
20397680038,GREEN PERU S.A,13658886.526,5114.69788,11,8,SALAVERRY,TRUJILLO,LA LIBERTAD,71026209.9352
20606009284,BOMAREA S.R.L.,13272872.462,2389.32948,11,7,SAN ISIDRO,LIMA,LIMA,69018936.8024
20395379233,PRONATUR S.A.C,13270573.905,7323.718800000001,11,11,CHICLAYO,CHICLAYO,LAMBAYEQUE,69006984.306
20600708997,TRAPANI CULTIVARES PERU SAC,13124398.329,6801.52,10,4,SAN ISIDRO,LIMA,LIMA,68246871.3108
20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C.,13098228.09,7444.594,11,11,MIRAFLORES,LIMA,LIMA,68110786.06799999
20600697511,UVICA S.A.C.,12807075.341,4996.40672,11,6,BARRANCO,LIMA,LIMA,66596791.773200005
20512217452,AGUALIMA S.A.C.,12737695.702,3428.07677,11,19,SAN ISIDRO,LIMA,LIMA,66236017.6504
20550720354,INVERSIONES MOSQUETA S.A.C.,12719167.08,9116.17212,11,13,SAN ISIDRO,LIMA,LIMA,66139668.81600001
20481555702,AGROINDUSTRIAL ESTANISLAO DEL CHIMU S.A.,12660518.988,7796.312879999999,11,10,PACANGA,CHEPEN,LA LIBERTAD,65834698.737600006
20614389797,VIRU FROZEN S.A.,12578604.806,4661.947796,11,16,VIRU,VIRU,LA LIBERTAD,65408744.99119999
20614418827,VIRU FINE FOODS S.A.,12467391.095,4654.693563999999,11,15,VIRU,VIRU,LA LIBERTAD,64830433.694
20104420282,AGROINDUSTRIAS AIB S.A,12398799.046,6243.216503999999,11,20,MIRAFLORES,LIMA,LIMA,64473755.0392
20601751250,AÑAY PERUVIAN FRUITS SOCIEDAD ANONIMA CE,12055095.971,5884.12072,11,8,MIRAFLORES,LIMA,LIMA,62686499.049200006
20535674010,SIEMBRA ALTA S.A.C.,11886906.734,7183.256270000001,10,12,MIRAFLORES,LIMA,LIMA,61811915.0168
20538803473,AGRICOLA LAS MARIAS S.A.C.,11884450.15,6305.3366,11,12,MIRAFLORES,LIMA,LIMA,61799140.78000001
20602016812,ASESORIAS E INVERSIONES MUVA S.A.C.,11706478.25,9130.628,11,14,SAN ISIDRO,LIMA,LIMA,60873686.9
20224133929,INTIPA FOODS S.A.C.,11699017.85,1729.0951839999998,11,5,CARAZ,HUAYLAS,ANCASH,60834892.81999999
20559787435,AGROEXPORTACIONES NATHANAEL  S.A.C.,11550823.082,2396.5670800000003,11,7,PAIJAN,ASCOPE,LA LIBERTAD,60064280.02640001
20603964153,COMERCIO AMAZONIA S.A.,11004955.35,1626.35,8,13,JAEN,JAEN,CAJAMARCA,57225767.81999999
20604582181,INVERSIONES YARABAMBA S.A.C.,10927581.52,1588.233804,10,5,MIRAFLORES,LIMA,LIMA,56823423.904
20601790115,ALCOAXARQUIA PERU S.A.C.,10797868.908,4503.3448,11,7,MIRAFLORES,LIMA,LIMA,56148918.3216
20554556192,AGROVISION PERU S.A.C.,10796451.29,1716.428896,11,16,SAN ISIDRO,LIMA,LIMA,56141546.708
20605347909,QORI MAYO S.A.C.,10608678.17,2072.2605,7,4,,,,55165126.484000005
20508634090,H.V.C.EXPORTACIONES SAC,10607432.74,1601.1249980000002,9,4,ATE,LIMA,LIMA,55158650.247999996
20555837659,AGRICOLA SANTA AZUL S.R.L,10430731.79,1147.88044,11,3,SAN ISIDRO,LIMA,LIMA,54239805.30799999
20100085063,AJINOMOTO DEL PERU S A,10422257.796,3727.490924,11,7,LA VICTORIA,LIMA,LIMA,54195740.5392
20520866630,INKA´S BERRIES S.A.C.,10096519.519,1735.0836000000002,9,11,MAGDALENA DEL MAR,LIMA,LIMA,52501901.4988
20106651087,CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA),10009028.541,7402.184,11,11,SAN ISIDRO,LIMA,LIMA,52046948.41319999
20107974467,COMPAÑIA INTERNACIONAL DEL CAFE SOCIEDAD,9896287.9,1682.92639,10,12,SAN ISIDRO,LIMA,LIMA,51460697.08
20610773274,BERRY HARVEST S.A.,9717804.493,3144.8824000000004,11,8,TRUJILLO,TRUJILLO,LA LIBERTAD,50532583.36360001
20479692476,CAFÉ MONTEVERDE S.A.C.,9700055.02,1497.805,10,5,SAN NICOLAS,RODRIGUEZ DE MENDOZA,AMAZONAS,50440286.104
20614746379,AGRO BLUE PERU S.A.C.,9551165.076,1133.229,9,5,VIRU,VIRU,LA LIBERTAD,49666058.39519999
20601280508,WHITE LION NUTS S.A.C.,9381706.24,912.16,11,14,LAS PIEDRAS,TAMBOPATA,MADRE DE DIOS,48784872.44800001
20176770474,CORPORACION AGROLATINA S.A.C.,9342145.469,3479.90972,7,10,SANTIAGO DE SURCO,LIMA,LIMA,48579156.43880001
20402805294,AGRICOLA Y GANADERA CHAVIN DE HUANTAR SA,9226732.331,3534.672076,11,17,BUENA VISTA ALTA,CASMA,ANCASH,47979008.1212
20600483596,ASICA FARMS S.A.C.,9217971.081,6323.472,11,9,VICTOR LARCO HERRERA,TRUJILLO,LA LIBERTAD,47933449.6212
20472567803,MULTIFOODS S.A.C.,9019007.44,9273.5844,11,14,CHORRILLOS,LIMA,LIMA,46898838.68799999
20100227542,PROCESOS AGROINDUSTRIALES SOCIEDAD ANONI,8583736.22,3094.622636,8,17,SAN ISIDRO,LIMA,LIMA,44635428.344000004
20563196387,CORPORACION AGRICOLA OLMOS S.A.,8397098.462,1984.80582,10,6,TRUJILLO,TRUJILLO,LA LIBERTAD,43664912.002399996
20608170732,AGRICOLA BLUE GOLD S.A.C.,8393090.728,1052.52164,11,6,VIRU,VIRU,LA LIBERTAD,43644071.7856
20606949511,AMA'Z COFFEE TRADING S.A.C.,8362323.6,1780.555,11,8,JAEN,JAEN,CAJAMARCA,43484082.72
20526005610,EL ALAMO EXPORT S.A.C.,8240694.152,447.03539,11,3,PAITA,PAITA,PIURA,42851609.590399995
20600598385,AGRO DIRECT S.A.C.,7896921.89,2020.19,3,3,SAN ISIDRO,LIMA,LIMA,41063993.828
20536558072,SOBIFRUITS S.A.C.,7854703.764,2643.0234,11,23,SANTIAGO DE SURCO,LIMA,LIMA,40844459.5728
20609493071,AVALEZA S.A.,7776690.035,4235.1168,11,6,PARAMONGA,BARRANCA,LIMA,40438788.182
20562740814,GLOBAL AGRO PERU S.A.C.,7768729.41,3087.11085,6,1,MIRAFLORES,LIMA,LIMA,40397392.932
20525416543,COOPERATIVA AGRARIA NORANDINO LTDA.-COOP,7688042.34,1066.936,9,8,,,,39977820.168
20279143222,FLORIDABLANCA S.A.C.,7617853.71,1155.6349,11,15,SAN ISIDRO,LIMA,LIMA,39612839.292
20611839589,,7359239.42,1604.95352,7,4,SAPOSOA,HUALLAGA,SAN MARTIN,38268044.984000005
20605493603,INKA SELECT FRUIT S.A.C.,7285795.31,3572.8518,11,12,SANTIAGO DE SURCO,LIMA,LIMA,37886135.611999996
20601438586,SOCIEDAD EXPORTADORA VERFRUT SOCIEDAD AN,7135539.97,1020.13812,5,5,CASTILLA,PIURA,PIURA,37104807.844
20607575160,FRG FARMS S.A.C.,7061673.154,2049.6948,11,3,MAGDALENA DEL MAR,LIMA,LIMA,36720700.4008
20530184596,ECOSAC AGRICOLA S.A.C.,7017175.24,2213.12814,10,17,CASTILLA,PIURA,PIURA,36489311.247999996
20510865627,SANTA SOFIA DEL SUR S.A.C.,6992068.89,3430.7256,10,4,MAGDALENA DEL MAR,LIMA,LIMA,36358758.228
20612887234,SUREXPORT PERU BERRIES S.A.C.,6961015.297,915.05058,10,11,MIRAFLORES,LIMA,LIMA,36197279.54440001
20568333820,COOPERATIVA AGRARIA CAFETALERA JUAN SANT,6950629.15,1156.57,9,5,PICHANAQUI,CHANCHAMAYO,JUNIN,36143271.58
20603062397,FRUGLOBE S.A.C.,6872149.257,3348.0986000000003,10,11,SAN ISIDRO,LIMA,LIMA,35735176.1364
20601799040,ASOCIACION DE PRODUCTORES AGROINDUSTRIAL,6852553.95,1563.87,7,3,KIMBIRI,LA CONVENCION,CUSCO,35633280.54
20521137682,AMAZONAS TRADING PERU S.A.C.,6807021.38,1491.06,10,4,LURIGANCHO,LIMA,LIMA,35396511.176
20513081236,FUXION BIOTECH S.A.C.,6692206.77,154.95980300000002,11,10,SANTIAGO DE SURCO,LIMA,LIMA,34799475.203999996
20614080630,SUNRISE DEL PERÚ S.A.C.,6625324.423,3032.0812,10,6,SANTIAGO DE SURCO,LIMA,LIMA,34451686.9996
20109930751,AGRICOLA HUARMEY S.A.C.,6470077.5,1539.6496000000002,10,12,CARMEN DE LA LEGUA REYNOSO,CALLAO,CALLAO,33644403.0
20601017238,AGROINDUSTRIAL E&C S.A.C,6457957.49,1448.00976,11,3,SAN MARTIN DE PORRES,LIMA,LIMA,33581378.94800001
20530074227,AGROCOSTA PERU S.A.C.,6456517.533,4295.184,11,8,CASTILLA,PIURA,PIURA,33573891.1716
20483894814,ECO PEPPERS S.A.C.,6443379.558,2950.032583,11,9,CASTILLA,PIURA,PIURA,33505573.7016
20396637759,AGRICOLA ALPAMAYO S.A.,6288354.148,3606.07628,7,4,SALAVERRY,TRUJILLO,LA LIBERTAD,32699441.5696
20291939083,INKA CROPS S.A.,6230062.85,1011.683614,11,13,SAN JUAN DE LURIGANCHO,LIMA,LIMA,32396326.819999997
20509438448,NEGRISA S.A.C.,6188862.83,961.8,10,7,PUENTE PIEDRA,LIMA,LIMA,32182086.716000002
20109195848,ED&F MAN VOLCAFE PERU S.A.,6032430.32,878.175,7,11,MIRAFLORES,LIMA,LIMA,31368637.664
20603735090,KIMSA FRESH S.A.C.,5907680.81,1315.0229,11,12,CHACLACAYO,LIMA,LIMA,30719940.212
20610879943,QBERRIES SAC,5903590.12,723.4781999999999,9,6,TRUJILLO,TRUJILLO,LA LIBERTAD,30698668.623999998
20117751954,PROCESADORA PERU SOCIEDAD ANONIMA CERRAD,5776604.5600000005,2899.68892,11,4,SANTIAGO DE SURCO,LIMA,LIMA,30038343.712
20504524176,SELVA INDUSTRIAL S.A.,5775964.95,1750.24,9,7,CARMEN DE LA LEGUA REYNOSO,CALLAO,CALLAO,30035017.74
20515552872,AGRICOLA SAFCO PERU S.A.,5669251.26,1895.13495,3,3,MIRAFLORES,LIMA,LIMA,29480106.551999997
20147123052,"COOPERATIVA AGRARIA CAFETALERA ""LA PROSP",5667240.58,833.845,10,9,CHIRINOS,SAN IGNACIO,CAJAMARCA,29469651.016
20611123427,SELECT GRAINS INTERNATIONAL S.A.C.,5611927.78,866.315,9,7,JAEN,JAEN,CAJAMARCA,29182024.456000004
20611849321,CORPORACION AARJEA S.A.C.,5582180.844,926.66,6,4,BAGUA GRANDE,UTCUBAMBA,AMAZONAS,29027340.388799995
20542089106,S & M FOODS SOCIEDAD ANONIMA CERRADA - S,5506507.514,1541.6846400000002,11,5,MIRAFLORES,LIMA,LIMA,28633839.072800003
20613764560,TALSA GRAPE FARMS S.A.C.,5405246.495,1487.8162579999998,10,8,SANTIAGO DE SURCO,LIMA,LIMA,28107281.774000004
20310422755,ICATOM S.A.,5250956.8,6255.496300000001,11,10,ICA,ICA,ICA,27304975.359999996
20611688734,EXCELLENCE FRUIT S.A.C.,5209358.32,630.0768,9,17,TRUJILLO,TRUJILLO,LA LIBERTAD,27088663.264000002
20550721679,INVERSIONES PIRONA S.A.C.,5150187.561,3632.62656,11,14,SAN ISIDRO,LIMA,LIMA,26780975.3172
20537677962,AGRICOLA BGS S.A.C.,5144044.057,3216.048,8,2,SANTIAGO DE SURCO,LIMA,LIMA,26749029.0964
20600370899,AGRICOLA KAMUK S.A.C.,5139168.087,1581.43657,11,15,AREQUIPA,AREQUIPA,AREQUIPA,26723674.052400004
20603843895,FUNDO DON JORGE S.A.C.,5110461.22,682.766,11,1,SAN BORJA,LIMA,LIMA,26574398.343999997
20607799955,FRESH FRUITS CKS S.A.C.,5104919.56,2807.214,9,2,HUANCHACO,TRUJILLO,LA LIBERTAD,26545581.711999997
20606528281,JALHUCA PERÚ S.A.C.,4961692.24,2542.38032,11,6,SAN ISIDRO,LIMA,LIMA,25800799.648000002
20604776440,FALCON COFFEES PERU S.R.L.,4915758.03,744.89,10,5,JAEN,JAEN,CAJAMARCA,25561941.756
20411051782,MANUELITA FYH S.A.C.,4881204.7700000005,1145.142,10,9,LA VICTORIA,LIMA,LIMA,25382264.804000005
20110378956,AGROMAR INDUSTRIAL S.A.,4870034.47,1920.714561,10,10,SAN ISIDRO,LIMA,LIMA,25324179.244
20481065799,DOMINUS S.A.C,4851889.238,2078.4896200000003,11,16,SAN ISIDRO,LIMA,LIMA,25229824.0376
20615015840,,4632202.24,1496.99,6,1,MIRAFLORES,LIMA,LIMA,24087451.648000002
20600596382,FINCA CHURUPAMPA PERU S.A.C.,4599483.2,705.75,9,2,CHIRINOS,SAN IGNACIO,CAJAMARCA,23917312.64
20480319860,V & F SAC,4598632.5,2681.4872400000004,11,9,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,23912889.0
20601837138,VALLEY COFFEE TRADING S.A.C,4505630.158,701.31,9,9,BAGUA GRANDE,UTCUBAMBA,AMAZONAS,23429276.8216
20514938343,SOCIEDAD AGRICOLA YOLANDA PATRICIA S.A.C,4438704.55,2981.216,10,1,SANTIAGO DE SURCO,LIMA,LIMA,23081263.659999996
20604981973,ASOCIACION DE PRODUCTORES DE CAFES ESPEC,4426423.183,684.035,5,6,JAEN,JAEN,CAJAMARCA,23017400.5516
20606844159,AGROINDUSTRIA FRUTOS DE ORO S.A.C.,4401662.28,1853.9602,11,14,MOTUPE,LAMBAYEQUE,LAMBAYEQUE,22888643.856
20530042708,AGRONEGOCIOS LOS ANGELES S.A.C.,4398933.0,5764.166399999998,11,4,CHULUCANAS,MORROPON,PIURA,22874451.599999998
20602445764,AGROPECUARIA DOÑA MARIA S.A.C.,4377127.704,2631.494,11,4,LIMA,LIMA,LIMA,22761064.060799997
20494586810,SUN FRUITS EXPORTS S.A.,4373014.58,3133.8965,11,13,MAGDALENA DEL MAR,LIMA,LIMA,22739675.816
20614093049,,4349169.81,896.4612000000003,11,3,MIRAFLORES,LIMA,LIMA,22615683.012
20605663649,ALPES AMAZONICOS S.A.C.,4306197.458,790.05,8,8,JAEN,JAEN,CAJAMARCA,22392226.7816
20601714893,COOPERATIVA AGRARIA Y SERVICIOS MULTIPLE,4278707.798,800.055,9,8,JAEN,JAEN,CAJAMARCA,22249280.5496
20452791031,POMICA PERU SOCIEDAD ANONIMA CERRADA,4267880.903,1389.0975999999998,4,5,SANTIAGO DE SURCO,LIMA,LIMA,22192980.6956
20572101500,ASOCIACION CACAOTERA DE TOCACHE - ASOTOC,4249835.25,958.38,5,2,TOCACHE,TOCACHE,SAN MARTIN,22099143.3
20556450600,AGROEXPORTADORA SOL DE OLMOS S.A.C.,4212558.84,2581.31108,11,10,MIRAFLORES,LIMA,LIMA,21905305.968
20613080326,BYBLUE PERU SOCIEDAD ANONIMA CERRADA - B,4204495.75,487.684,9,4,MIRAFLORES,LIMA,LIMA,21863377.900000002
20612065668,POB S.A.C.,4190825.243,536.13824,9,5,MIRAFLORES,LIMA,LIMA,21792291.2636
20600857313,ASOCIACION DE PRODUCTORES FINKAFE,4138830.7,700.41,6,2,PICHANAQUI,CHANCHAMAYO,JUNIN,21521919.64
20376641466,BAYER VEGETALES PERU S.A.,4134131.14,4.099217,6,3,CALLAO,CALLAO,CALLAO,21497481.928
20601958911,COOPERATIVA AGRARIA CAFETALERA LAGUNA DE,4126165.142,654.445,9,6,LUYA,LUYA,AMAZONAS,21456058.738399997
20610306030,PERUVIAN ORGANIC FARMS E.I.R.L.,4103128.187,1845.58372,8,3,NUEVO CHIMBOTE,SANTA,ANCASH,21336266.5724
20612024481,,4066969.23,1888.574,11,4,SANTIAGO DE SURCO,LIMA,LIMA,21148239.996
20514584789,COMPAÑIA NACIONAL DE CHOCOLATES DE PERU,4037099.82,679.076886,8,9,LIMA,LIMA,LIMA,20992919.064
20610343377,FRUTÍCOLA OLMUÉ PERÚ S.A.C.,4029262.202,1914.56191,11,8,SANTIAGO DE SURCO,LIMA,LIMA,20952163.4504
20601576245,EXOTIC'S PRODUCERS & PACKERS S.A.C.,3931877.562,2823.314,8,3,CHICLAYO,CHICLAYO,LAMBAYEQUE,20445763.3224
20507453687,AGROEMPAQUES S.A.,3928264.4,1250.805,10,5,BELLAVISTA,CALLAO,CALLAO,20426974.88
20600958659,ASOCIACION DE PRODUCTORES AGRO-ECOLOGICO,3885261.45,753.015,6,2,PICHANAQUI,CHANCHAMAYO,JUNIN,20203359.54
20609628848,AGROINDUSTRIAL BEEGROUP PERU E.I.R.L.,3873882.38,1013.3232,9,2,ICA,ICA,ICA,20144188.376000002
20479721166,PERUNOR S.A.C.,3831499.27,575.09,9,9,SANTIAGO DE SURCO,LIMA,LIMA,19923796.204
20601285941,CITROLIM PERU S.R.L.,3779539.86,3330.6255,8,6,MIRAFLORES,LIMA,LIMA,19653607.272
20454186002,ALSUR PERU S.A.C.,3743502.269,1323.156868,9,6,SABANDIA,AREQUIPA,AREQUIPA,19466211.7988
20438297775,COOPERATIVA AGRARIA CAFETALERA CENFROCAF,3708828.85,541.63,7,4,JAEN,JAEN,CAJAMARCA,19285910.02
20427377475,RAINFOREST TRADING S.A.C.,3686120.25,530.875,8,6,SAN BORJA,LIMA,LIMA,19167825.3
20613703323,CMX PERU SOCIEDAD ANONIMA CERRADA - CMX,3682538.25,1179.792,11,7,SAN ISIDRO,LIMA,LIMA,19149198.900000002
20601600707,ORGANIC EXPORT CENTER SOCIEDAD ANONIMA C,3660966.55,910.676,10,3,PANGOA,SATIPO,JUNIN,19037026.06
20550495130,INVERSIONES HEFEI S.A.C.,3650765.896,2461.76832,11,13,SAN ISIDRO,LIMA,LIMA,18983982.6592
20609156598,COFFEE GRAIN GLOBAL S.A.C.,3601420.35,581.16,7,6,JAEN,JAEN,CAJAMARCA,18727385.82
20609482401,SOLFRUT EXPORT SOCIEDAD ANONIMA CERRADA,3600273.64,2721.424,11,5,LA MOLINA,LIMA,LIMA,18721422.928
20571525594,AGRO ISM S.A.C.,3583137.51,392.6272,11,8,HUACHO,HUAURA,LIMA,18632315.052
20604552576,AGROEXPORTADORA DON ELOY SOCIEDAD ANONIM,3583099.2,2124.5567999999994,7,1,SULLANA,SULLANA,PIURA,18632115.840000004
20610490027,THREE RIVERS SOCIEDAD ANONIMA CERRADA,3563171.073,1939.442,11,5,SANTIAGO DE SURCO,LIMA,LIMA,18528489.5796
20601225639,AGROSANJACINTO S.A.C.,3542771.35,1838.8876,10,9,CASA GRANDE,ASCOPE,LA LIBERTAD,18422411.02
20486973219,COOPERATIVA AGRARIA SONOMORO DEL VRAEM L,3516099.336,680.5902499999997,8,3,PANGOA,SATIPO,JUNIN,18283716.547199998
20542380455,COOPERATIVA DE SERVICIOS MULTIPLES ECOFO,3511605.08,579.955,8,8,JAEN,JAEN,CAJAMARCA,18260346.416
20287944528,EL BOSQUE EMPRESA INDIVIDUAL DE R LTDA,3510278.82,389.2,10,3,SANTIAGO DE SURCO,LIMA,LIMA,18253449.864
20601586305,ORGANIC RAINFOREST S.A.C.,3504194.67,349.1955,11,7,SANTIAGO DE SURCO,LIMA,LIMA,18221812.284
20293718220,AGRICOLA DON RICARDO S.A.C.,3495450.866,1260.55652,11,14,SAN JOSE DE LOS MOLINOS,ICA,ICA,18176344.5032
20611902485,AGROINDUSTRIAS BARR S.A.C.,3483816.388,744.99552,8,4,SANTIAGO DE SURCO,LIMA,LIMA,18115845.2176
20611418231,AGRONEGOCIOS D & C E.I.R.L.,3482641.27,793.69126,11,5,PAIJAN,ASCOPE,LA LIBERTAD,18109734.604
20605814957,DIAMOND BRIDGE S.A.C.,3470195.102,443.2502,8,5,CHORRILLOS,LIMA,LIMA,18045014.5304
20208672721,DON FERMIN S R L,3444223.8,2431.696,11,3,EL CARMEN,CHINCHA,ICA,17909963.76
20601226015,AGROCASAGRANDE S.A.C.,3403821.706,762.98848,9,6,CASA GRANDE,ASCOPE,LA LIBERTAD,17699872.8712
20551771556,ARA EXPORT S.A.C.,3386280.751,1677.47,11,10,SAN MARTIN DE PORRES,LIMA,LIMA,17608659.9052
20610793577,,3368025.509,1749.11548,8,4,SANTIAGO DE SURCO,LIMA,LIMA,17513732.6468
20512441174,QALI FRUITS S.A.C.,3316289.58,413.23006,10,3,SAN ISIDRO,LIMA,LIMA,17244705.816
20100032709,I Q F DEL PERU SA,3292798.028,809.23404,6,6,SAN ISIDRO,LIMA,LIMA,17122549.7456
20342015108,AGROINDUSTRIAS NOBEX S.A.,3284600.404,1090.0738679999995,10,12,CHORRILLOS,LIMA,LIMA,17079922.1008
20601596998,FAIR FRUIT PERU S.A.C.,3236510.31,876.29881,11,4,SAN ISIDRO,LIMA,LIMA,16829853.612
20286844953,GREEN VEGETABLES & FLOWERS S.A.C.,3230508.241,500.367324,11,2,CARAZ,HUAYLAS,ANCASH,16798642.8532
20480298412,COOPERATIVA AGRARIA RODRIGUEZ DE MENDOZA,3226703.304,514.395,6,4,SAN NICOLAS,RODRIGUEZ DE MENDOZA,AMAZONAS,16778857.1808
20568617267,LA CAMPIÑA PERU S.A.C.,3200454.34,832.1564000000001,8,2,RIO NEGRO,SATIPO,JUNIN,16642362.568
20611834480,AGRO QORIANKA S.A.C.,3199418.06,498.45002,11,8,TRUJILLO,TRUJILLO,LA LIBERTAD,16636973.911999999
20419184111,ECOANDINO S.A.C.,3198573.54,308.15709000000004,11,14,ATE,LIMA,LIMA,16632582.408
20570726014,EMPRESA CAFETALERA AROMAS DE CAFE E.I.R.,3160717.08,446.16,9,7,SAN IGNACIO,SAN IGNACIO,CAJAMARCA,16435728.816
